Trinity_protein	sseqid.x	evalue.x
TRINITY_DN5558_c0_g1_i3	sp|Q9VHR6|ATG13_DROME	0.15
TRINITY_DN5558_c0_g1_i2	sp|Q9VHR6|ATG13_DROME	0.093
TRINITY_DN5558_c0_g1_i6	sp|Q9VHR6|ATG13_DROME	0.15
TRINITY_DN5558_c0_g1_i4	sp|Q9VHR6|ATG13_DROME	0.11
TRINITY_DN5535_c0_g1_i1	sp|Q94519|ACPM_DROME	1.49e-49
TRINITY_DN5533_c0_g1_i2	sp|Q9NV88|INT9_HUMAN	0
TRINITY_DN5563_c0_g1_i4	sp|O64730|P2C26_ARATH	1.41e-20
TRINITY_DN5563_c0_g1_i7	sp|O64730|P2C26_ARATH	2.06e-20
TRINITY_DN5514_c1_g3_i1	sp|Q8BZ09|ODC_MOUSE	1.39e-115
TRINITY_DN5512_c0_g1_i3	sp|Q15542|TAF5_HUMAN	0
TRINITY_DN5512_c0_g1_i3	sp|Q15542|TAF5_HUMAN	0.089
TRINITY_DN5512_c0_g1_i2	sp|Q15542|TAF5_HUMAN	0
TRINITY_DN5512_c0_g1_i2	sp|Q15542|TAF5_HUMAN	0.089
TRINITY_DN5542_c0_g1_i4	sp|Q8BZZ3|WWP1_MOUSE	6.66e-22
TRINITY_DN5542_c0_g1_i4	sp|Q8BZZ3|WWP1_MOUSE	0.36
TRINITY_DN5542_c0_g1_i3	sp|Q8BZZ3|WWP1_MOUSE	6.2e-22
TRINITY_DN5542_c0_g1_i3	sp|Q8BZZ3|WWP1_MOUSE	0.35
TRINITY_DN5542_c0_g1_i6	sp|Q8BZZ3|WWP1_MOUSE	7.06e-22
TRINITY_DN5542_c0_g1_i6	sp|Q8BZZ3|WWP1_MOUSE	0.38
TRINITY_DN5589_c1_g2_i1	sp|Q5XFW8|SEC13_RAT	3.6e-82
TRINITY_DN5589_c1_g2_i1	sp|Q5XFW8|SEC13_RAT	0.65
TRINITY_DN5598_c0_g1_i2	sp|Q5R9I5|SYDC_PONAB	2.91e-166
TRINITY_DN5598_c0_g1_i4	sp|Q5R9I5|SYDC_PONAB	2.91e-166
TRINITY_DN5598_c0_g1_i5	sp|Q5R9I5|SYDC_PONAB	2.82e-166
TRINITY_DN5554_c0_g2_i12	sp|Q9UMR5|PPT2_HUMAN	8.22e-29
TRINITY_DN5554_c0_g2_i13	sp|Q9UMR5|PPT2_HUMAN	1.7e-28
TRINITY_DN5554_c0_g2_i2	sp|Q9UMR5|PPT2_HUMAN	5.62e-29
TRINITY_DN5554_c0_g2_i14	sp|Q9UMR5|PPT2_HUMAN	6.86e-29
TRINITY_DN5554_c0_g2_i4	sp|Q9UMR5|PPT2_HUMAN	7.27e-29
TRINITY_DN5554_c0_g2_i5	sp|Q9UMR5|PPT2_HUMAN	1.57e-28
TRINITY_DN5554_c0_g2_i11	sp|Q9UMR5|PPT2_HUMAN	7.76e-29
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	9.57e-34
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	6.69e-31
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	7.92e-31
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	5.09e-30
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	1.15e-29
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	1.25e-28
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	3.82e-28
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	6.42e-26
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	7.31e-24
TRINITY_DN5538_c0_g1_i2	sp|Q5CZA5|ZN805_HUMAN	1.07e-14
TRINITY_DN5538_c0_g1_i6	sp|Q8IYN0|ZN100_HUMAN	1.08e-36
TRINITY_DN5538_c0_g1_i6	sp|Q8IYN0|ZN100_HUMAN	5.11e-34
TRINITY_DN5538_c0_g1_i6	sp|Q8IYN0|ZN100_HUMAN	1.7e-33
TRINITY_DN5538_c0_g1_i6	sp|Q8IYN0|ZN100_HUMAN	1.41e-31
TRINITY_DN5538_c0_g1_i6	sp|Q8IYN0|ZN100_HUMAN	5.62e-30
TRINITY_DN5538_c0_g1_i6	sp|Q8IYN0|ZN100_HUMAN	5.14e-29
TRINITY_DN5538_c0_g1_i6	sp|Q8IYN0|ZN100_HUMAN	1.5e-24
TRINITY_DN5538_c0_g1_i6	sp|Q8IYN0|ZN100_HUMAN	2.5e-18
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	1.78e-39
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	1.29e-36
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	1.47e-35
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	1.89e-34
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	4.1e-34
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	6.05e-33
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	1.3e-29
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	1.62e-28
TRINITY_DN5538_c0_g1_i9	sp|A8MTY0|ZN724_HUMAN	1.71e-07
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	6.91e-42
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	1.68e-37
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	3.07e-37
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	2.73e-36
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	5.36e-33
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	2.31e-32
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	9.72e-31
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	6.74e-18
TRINITY_DN5593_c1_g1_i1	sp|Q3ZCX4|ZN568_HUMAN	1.73e-09
TRINITY_DN5593_c3_g1_i2	sp|Q9NRZ9|HELLS_HUMAN	1.77e-70
TRINITY_DN5593_c3_g1_i1	sp|Q9NRZ9|HELLS_HUMAN	2.01e-68
TRINITY_DN5593_c3_g1_i3	sp|Q9NRZ9|HELLS_HUMAN	1.69e-68
TRINITY_DN5507_c0_g1_i2	sp|Q54EF2|ANM1_DICDI	3.53e-63
TRINITY_DN5507_c0_g1_i3	sp|Q54EF2|ANM1_DICDI	5.77e-61
TRINITY_DN5507_c0_g1_i1	sp|Q54EF2|ANM1_DICDI	6.65e-62
TRINITY_DN5507_c0_g1_i4	sp|Q54EF2|ANM1_DICDI	1.07e-62
TRINITY_DN5565_c0_g1_i7	sp|Q95044|UBE2C_SPISO	3.06e-41
TRINITY_DN5565_c0_g1_i3	sp|Q95044|UBE2C_SPISO	8.6e-42
TRINITY_DN5565_c0_g1_i5	sp|Q95044|UBE2C_SPISO	2.91e-41
TRINITY_DN5565_c0_g1_i4	sp|Q95044|UBE2C_SPISO	1.1e-41
TRINITY_DN5553_c0_g1_i4	sp|Q9H7B2|RPF2_HUMAN	2.09e-56
TRINITY_DN5553_c0_g1_i2	sp|Q9H7B2|RPF2_HUMAN	2.59e-56
TRINITY_DN5553_c0_g1_i3	sp|Q9H7B2|RPF2_HUMAN	2.3e-56
TRINITY_DN5553_c0_g1_i1	sp|Q9H7B2|RPF2_HUMAN	1.04e-56
TRINITY_DN5581_c0_g1_i1	sp|P46595|UBC4_SCHPO	3.75e-72
TRINITY_DN5581_c0_g1_i2	sp|P46595|UBC4_SCHPO	1.97e-70
TRINITY_DN5561_c0_g1_i1	sp|Q9VNV3|DDX1_DROME	0
TRINITY_DN5566_c0_g1_i2	sp|Q02212|COX2_PHYME	2.29e-45
TRINITY_DN5566_c0_g1_i1	sp|Q02212|COX2_PHYME	1.08e-45
TRINITY_DN5571_c0_g1_i3	sp|Q8LKS5|LACS7_ARATH	3.52e-160
TRINITY_DN5571_c0_g1_i2	sp|Q8LKS5|LACS7_ARATH	3.42e-160
TRINITY_DN5571_c0_g1_i5	sp|Q8LKS5|LACS7_ARATH	1.94e-160
TRINITY_DN5548_c0_g1_i1	sp|Q6PDG8|MON1A_MOUSE	1.91e-140
TRINITY_DN5588_c0_g1_i2	sp|Q86IZ4|IPP2_DICDI	0.91
TRINITY_DN5588_c0_g1_i4	sp|Q86IZ4|IPP2_DICDI	0.77
TRINITY_DN5588_c0_g1_i1	sp|Q86IZ4|IPP2_DICDI	0.92
TRINITY_DN5588_c0_g1_i6	sp|Q86IZ4|IPP2_DICDI	1.1
TRINITY_DN5500_c0_g1_i18	sp|Q9FL12|DEGP9_ARATH	3.79e-135
TRINITY_DN5500_c0_g1_i9	sp|Q9FL12|DEGP9_ARATH	3.35e-135
TRINITY_DN5500_c0_g1_i13	sp|Q9FL12|DEGP9_ARATH	5.17e-135
TRINITY_DN5500_c0_g1_i4	sp|Q9FL12|DEGP9_ARATH	2.27e-135
TRINITY_DN5500_c0_g1_i14	sp|Q9FL12|DEGP9_ARATH	2.12e-135
TRINITY_DN5500_c0_g1_i3	sp|Q9FL12|DEGP9_ARATH	2.57e-135
TRINITY_DN5500_c0_g1_i12	sp|Q9FL12|DEGP9_ARATH	1.31e-135
TRINITY_DN5500_c0_g1_i2	sp|Q9FL12|DEGP9_ARATH	5.81e-135
TRINITY_DN5500_c0_g1_i15	sp|Q9FL12|DEGP9_ARATH	6.47e-139
TRINITY_DN5501_c0_g1_i5	sp|Q04836|CP31A_ARATH	5.14e-11
TRINITY_DN5501_c0_g1_i6	sp|Q04836|CP31A_ARATH	6.75e-11
TRINITY_DN5556_c0_g1_i2	sp|Q08CX5|TBC24_XENTR	6.11e-66
TRINITY_DN5527_c0_g1_i5	sp|Q9FE91|C3H62_ARATH	0.12
TRINITY_DN5527_c0_g1_i2	sp|Q9FE91|C3H62_ARATH	0.078
TRINITY_DN5527_c0_g1_i6	sp|Q9FE91|C3H62_ARATH	0.099
TRINITY_DN5527_c0_g1_i4	sp|Q9FE91|C3H62_ARATH	0.11
TRINITY_DN5520_c0_g1_i7	sp|Q6QNM1|KC1_TOXGO	3.01e-119
TRINITY_DN5520_c0_g1_i11	sp|Q6QNM1|KC1_TOXGO	1.2e-118
TRINITY_DN5520_c0_g1_i2	sp|Q6QNM1|KC1_TOXGO	1.45e-117
TRINITY_DN5520_c0_g1_i4	sp|Q6QNM1|KC1_TOXGO	8.16e-122
TRINITY_DN5520_c0_g1_i14	sp|Q6QNM1|KC1_TOXGO	4.44e-121
TRINITY_DN5520_c0_g1_i3	sp|Q6QNM1|KC1_TOXGO	3.86e-119
TRINITY_DN5539_c0_g1_i6	sp|Q6AZT2|SPAST_XENLA	1.02e-32
TRINITY_DN5539_c0_g1_i1	sp|Q6AZT2|SPAST_XENLA	9.46e-33
TRINITY_DN5516_c0_g2_i1	sp|Q8N7N5|DCAF8_MOUSE	5.41e-27
TRINITY_DN5599_c0_g1_i5	sp|Q8SPU8|DHRS4_BOVIN	3.76e-90
TRINITY_DN5599_c0_g1_i3	sp|Q8SPU8|DHRS4_BOVIN	1.77e-89
TRINITY_DN5599_c0_g1_i7	sp|Q8SPU8|DHRS4_BOVIN	5.28e-90
TRINITY_DN5599_c0_g1_i2	sp|Q8SPU8|DHRS4_BOVIN	2.21e-91
TRINITY_DN5599_c0_g1_i6	sp|Q8SPU8|DHRS4_BOVIN	1.16e-91
TRINITY_DN5599_c0_g1_i1	sp|Q8SPU8|DHRS4_BOVIN	1.28e-89
TRINITY_DN5599_c1_g1_i4	sp|P24527|LKHA4_MOUSE	0
TRINITY_DN5599_c1_g1_i5	sp|Q6S9C8|LKHA4_CHILA	1.18e-146
TRINITY_DN11367_c0_g1_i2	sp|Q9M7R0|ALL8_OLEEU	3.52e-05
TRINITY_DN11367_c0_g1_i2	sp|Q9M7R0|ALL8_OLEEU	1
TRINITY_DN11367_c0_g1_i1	sp|Q9M7R0|ALL8_OLEEU	3.48e-05
TRINITY_DN11367_c0_g1_i1	sp|Q9M7R0|ALL8_OLEEU	1
TRINITY_DN11352_c0_g1_i1	sp|Q9R0Q9|MPU1_MOUSE	2.91e-25
TRINITY_DN11301_c0_g1_i2	sp|Q8YA32|INLI_LISMO	2.2e-15
TRINITY_DN11301_c0_g1_i2	sp|Q8YA32|INLI_LISMO	3.59e-12
TRINITY_DN11301_c0_g1_i2	sp|Q8YA32|INLI_LISMO	1.42e-08
TRINITY_DN11301_c0_g1_i2	sp|Q8YA32|INLI_LISMO	9.47e-06
TRINITY_DN11301_c0_g1_i1	sp|Q8YA32|INLI_LISMO	2.14e-15
TRINITY_DN11301_c0_g1_i1	sp|Q8YA32|INLI_LISMO	3.49e-12
TRINITY_DN11301_c0_g1_i1	sp|Q8YA32|INLI_LISMO	1.39e-08
TRINITY_DN11301_c0_g1_i1	sp|Q8YA32|INLI_LISMO	9.25e-06
TRINITY_DN11388_c0_g2_i1	sp|Q9BXS5|AP1M1_HUMAN	0
TRINITY_DN11350_c0_g1_i2	sp|B5DGM7|ALDOA_SALSA	1.5
TRINITY_DN11350_c0_g1_i4	sp|B5DGM7|ALDOA_SALSA	1.1
TRINITY_DN11361_c0_g2_i1	sp|Q94CF0|EHD1_ARATH	2.74e-06
TRINITY_DN11307_c0_g1_i2	sp|A0DSB3|PP2C6_PARTE	1.81e-39
TRINITY_DN11307_c0_g1_i4	sp|A0DSB3|PP2C6_PARTE	1.01e-39
TRINITY_DN11304_c0_g1_i2	sp|O23617|TPS5_ARATH	8.31e-65
TRINITY_DN11314_c0_g2_i4	sp|Q6Z437|MPK3_ORYSJ	7.54e-67
TRINITY_DN11314_c0_g2_i5	sp|Q6Z437|MPK3_ORYSJ	7.15e-67
TRINITY_DN11382_c1_g1_i2	sp|Q4WLW5|NRP12_ASPFU	2.4
TRINITY_DN11382_c0_g3_i3	sp|Q4R1I4|OPN4_BRABE	0.72
TRINITY_DN11382_c0_g3_i2	sp|Q1ISI9|TRPB_KORVE	1.9
TRINITY_DN11399_c0_g1_i1	sp|O14980|XPO1_HUMAN	0
TRINITY_DN11399_c0_g1_i4	sp|O14980|XPO1_HUMAN	0
TRINITY_DN11399_c0_g1_i2	sp|O14980|XPO1_HUMAN	0
TRINITY_DN11332_c2_g1_i2	sp|Q5ZIJ9|MIB2_CHICK	0
TRINITY_DN11332_c2_g1_i2	sp|Q5ZIJ9|MIB2_CHICK	0.000134
TRINITY_DN11329_c0_g1_i2	sp|P34125|DGKA_DICDI	1.37e-13
TRINITY_DN11329_c0_g1_i1	sp|P34125|DGKA_DICDI	8.85e-14
TRINITY_DN11336_c0_g4_i1	sp|P77634|YBCM_ECOLI	2.4
TRINITY_DN11384_c0_g1_i4	sp|Q93Y52|IPYR1_CHLRE	1.25e-82
TRINITY_DN11384_c0_g1_i5	sp|Q93Y52|IPYR1_CHLRE	2.07e-81
TRINITY_DN11384_c0_g1_i3	sp|Q93Y52|IPYR1_CHLRE	1.52e-81
TRINITY_DN11376_c0_g1_i2	sp|Q38896|CSP4_ARATH	2.43e-17
TRINITY_DN11376_c0_g1_i3	sp|Q38896|CSP4_ARATH	2.49e-17
TRINITY_DN11376_c0_g1_i1	sp|Q38896|CSP4_ARATH	1.76e-17
TRINITY_DN11308_c0_g1_i2	sp|Q2TA06|AURKA_BOVIN	1e-24
TRINITY_DN11308_c0_g1_i1	sp|Q2TA06|AURKA_BOVIN	1.06e-24
TRINITY_DN11334_c0_g1_i4	sp|Q9ZQC5|ICR2_ARATH	3
TRINITY_DN11334_c0_g1_i1	sp|O70511|ANK3_RAT	3.94e-08
TRINITY_DN11334_c0_g1_i1	sp|O70511|ANK3_RAT	3.58e-06
TRINITY_DN11334_c0_g1_i1	sp|O70511|ANK3_RAT	1.5e-05
TRINITY_DN11334_c0_g1_i1	sp|O70511|ANK3_RAT	0.015
TRINITY_DN11334_c0_g1_i1	sp|O70511|ANK3_RAT	8.7
TRINITY_DN11334_c0_g1_i3	sp|O70511|ANK3_RAT	4.23e-08
TRINITY_DN11334_c0_g1_i3	sp|O70511|ANK3_RAT	3.84e-06
TRINITY_DN11334_c0_g1_i3	sp|O70511|ANK3_RAT	1.61e-05
TRINITY_DN11334_c0_g1_i3	sp|O70511|ANK3_RAT	0.016
TRINITY_DN11334_c0_g1_i3	sp|O70511|ANK3_RAT	9.2
TRINITY_DN11334_c0_g1_i3	sp|O70511|ANK3_RAT	9.3
TRINITY_DN11331_c0_g1_i5	sp|Q05746|HSP70_PLACB	0
TRINITY_DN11331_c0_g1_i1	sp|Q05746|HSP70_PLACB	0
TRINITY_DN11305_c4_g1_i1	sp|P26270|PSMD7_DROME	2.81e-146
TRINITY_DN11373_c0_g1_i2	sp|Q9SZ67|WRK19_ARATH	0.81
TRINITY_DN11373_c0_g1_i1	sp|Q9SZ67|WRK19_ARATH	0.82
TRINITY_DN11317_c0_g1_i3	sp|P40911|EF1A_AJECG	0
TRINITY_DN11317_c0_g1_i1	sp|P40911|EF1A_AJECG	0
TRINITY_DN27767_c0_g1_i1	sp|Q7TT28|REXO1_MOUSE	1.95e-89
TRINITY_DN27758_c0_g1_i1	sp|P37287|PIGA_HUMAN	7.67e-161
TRINITY_DN27761_c0_g1_i1	sp|P00765|TRYP_ASTAS	1.73e-34
TRINITY_DN27729_c0_g1_i1	sp|Q6P0H6|CSN4_DANRE	2.57e-75
TRINITY_DN27792_c0_g1_i2	sp|P97477|AURKA_MOUSE	1.95e-94
TRINITY_DN27753_c0_g1_i2	sp|Q9EQG6|KDIS_RAT	3.79e-25
TRINITY_DN27753_c0_g1_i2	sp|Q9EQG6|KDIS_RAT	4.25e-19
TRINITY_DN27753_c0_g1_i2	sp|Q9EQG6|KDIS_RAT	1.37e-18
TRINITY_DN27753_c0_g1_i2	sp|Q9EQG6|KDIS_RAT	8.79e-13
TRINITY_DN27753_c0_g1_i2	sp|Q9EQG6|KDIS_RAT	1.16e-07
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	3.99e-23
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	2.02e-20
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	9.71e-17
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	1.49e-16
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	1.8e-16
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	3.11e-15
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	6.76e-14
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	2.09e-13
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	4.88e-13
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	1.83e-09
TRINITY_DN27753_c0_g1_i1	sp|Q9ULJ7|ANR50_HUMAN	3.42e-09
TRINITY_DN27781_c1_g1_i1	sp|P43524|CYAA_ANACY	2.27e-11
TRINITY_DN27712_c0_g1_i1	sp|O80507|CSK2E_ARATH	3.61e-58
TRINITY_DN27702_c0_g1_i3	sp|Q8VIG3|RSPH1_MOUSE	1.21e-13
TRINITY_DN27702_c0_g1_i3	sp|Q8VIG3|RSPH1_MOUSE	0.000307
TRINITY_DN27702_c0_g1_i3	sp|Q8VIG3|RSPH1_MOUSE	0.002
TRINITY_DN27702_c0_g1_i3	sp|Q8VIG3|RSPH1_MOUSE	0.025
TRINITY_DN27702_c0_g1_i4	sp|Q8VIG3|RSPH1_MOUSE	4.92e-14
TRINITY_DN27702_c0_g1_i4	sp|Q8VIG3|RSPH1_MOUSE	0.000194
TRINITY_DN27702_c0_g1_i4	sp|Q8VIG3|RSPH1_MOUSE	0.001
TRINITY_DN27702_c0_g1_i4	sp|Q8VIG3|RSPH1_MOUSE	0.017
TRINITY_DN27702_c0_g1_i1	sp|Q8VIG3|RSPH1_MOUSE	3.75e-14
TRINITY_DN27702_c0_g1_i1	sp|Q8VIG3|RSPH1_MOUSE	0.000169
TRINITY_DN27702_c0_g1_i1	sp|Q8VIG3|RSPH1_MOUSE	0.000851
TRINITY_DN27702_c0_g1_i1	sp|Q8VIG3|RSPH1_MOUSE	0.015
TRINITY_DN27724_c0_g3_i1	sp|E9PY46|IF140_MOUSE	5.01e-45
TRINITY_DN27724_c0_g2_i1	sp|Q96RY7|IF140_HUMAN	7.15e-32
TRINITY_DN27796_c0_g1_i1	sp|P35465|PAK1_RAT	0
TRINITY_DN27800_c0_g1_i1	sp|Q9DAK2|PACRG_MOUSE	5.91e-14
TRINITY_DN44934_c0_g1_i1	sp|Q01728|NAC1_RAT	4.74e-15
TRINITY_DN44934_c0_g1_i1	sp|Q01728|NAC1_RAT	0.008
TRINITY_DN44966_c0_g1_i1	sp|Q921N6|DDX27_MOUSE	1.12e-145
TRINITY_DN44962_c0_g1_i1	sp|Q756Y8|RM04_ASHGO	3.73e-09
TRINITY_DN44913_c0_g1_i1	sp|Q7ZWC4|PELO_DANRE	3.06e-162
TRINITY_DN44930_c0_g1_i1	sp|P62752|RL23A_RAT	1e-44
TRINITY_DN44988_c0_g1_i1	sp|P11079|LMBD2_REOVD	0.58
TRINITY_DN44977_c0_g1_i1	sp|Q9LM76|PUB44_ARATH	9.82e-13
TRINITY_DN44903_c0_g1_i1	sp|Q86YS6|RAB43_HUMAN	1.23e-73
TRINITY_DN44995_c0_g1_i1	sp|A8X8I4|TWK12_CAEBR	1.7
TRINITY_DN44998_c0_g1_i1	sp|O95563|MPC2_HUMAN	2.92e-41
TRINITY_DN44911_c0_g1_i1	sp|A3CN43|DAPA_STRSV	0.29
TRINITY_DN44970_c0_g1_i1	sp|Q9JHI9|S40A1_MOUSE	4.83e-15
TRINITY_DN44970_c0_g1_i1	sp|Q9JHI9|S40A1_MOUSE	9.6
TRINITY_DN44984_c0_g1_i1	sp|Q6DRB1|GLE1_DANRE	1.1e-12
TRINITY_DN44931_c0_g1_i1	sp|Q97P97|IOJAP_STRPN	5.8
TRINITY_DN44997_c0_g1_i1	sp|Q6P5M2|WDR61_DANRE	6.28e-126
TRINITY_DN44983_c0_g1_i1	sp|Q29504|UBA1_RABIT	2.03e-37
TRINITY_DN4646_c0_g1_i1	sp|Q02645|HTS_DROME	0
TRINITY_DN4646_c0_g1_i3	sp|Q02645|HTS_DROME	0
TRINITY_DN4646_c0_g1_i4	sp|Q02645|HTS_DROME	5.86e-159
TRINITY_DN4646_c0_g1_i2	sp|Q02645|HTS_DROME	1.14e-159
TRINITY_DN4683_c0_g4_i5	sp|O74476|IMB3_SCHPO	9.46e-53
TRINITY_DN4683_c0_g4_i2	sp|O74476|IMB3_SCHPO	5.95e-53
TRINITY_DN4683_c0_g4_i1	sp|O74476|IMB3_SCHPO	1.04e-52
TRINITY_DN4617_c0_g1_i3	sp|Q6DCC6|GTPB6_XENLA	3.46e-90
TRINITY_DN4617_c0_g1_i4	sp|Q6DCC6|GTPB6_XENLA	1.26e-90
TRINITY_DN4617_c0_g1_i1	sp|Q6DCC6|GTPB6_XENLA	1.47e-90
TRINITY_DN4617_c0_g1_i2	sp|Q6DCC6|GTPB6_XENLA	2.23e-70
TRINITY_DN4675_c0_g1_i7	sp|O80809|CLV2_ARATH	0.000177
TRINITY_DN4675_c0_g1_i7	sp|O80809|CLV2_ARATH	2.7
TRINITY_DN4675_c0_g1_i8	sp|O80809|CLV2_ARATH	0.000182
TRINITY_DN4675_c0_g1_i8	sp|O80809|CLV2_ARATH	2.8
TRINITY_DN4675_c0_g1_i11	sp|O80809|CLV2_ARATH	0.000181
TRINITY_DN4675_c0_g1_i11	sp|O80809|CLV2_ARATH	2.7
TRINITY_DN4675_c0_g1_i2	sp|O80809|CLV2_ARATH	0.000163
TRINITY_DN4675_c0_g1_i2	sp|O80809|CLV2_ARATH	2.5
TRINITY_DN4675_c0_g1_i9	sp|O80809|CLV2_ARATH	0.000129
TRINITY_DN4675_c0_g1_i9	sp|O80809|CLV2_ARATH	2
TRINITY_DN4650_c0_g1_i4	sp|P16371|GROU_DROME	0
TRINITY_DN4644_c0_g1_i1	sp|O60524|NEMF_HUMAN	0
TRINITY_DN4645_c0_g1_i2	sp|Q0WMV8|PHF5B_ARATH	1.68e-68
TRINITY_DN4645_c0_g1_i4	sp|Q0WMV8|PHF5B_ARATH	3.21e-68
TRINITY_DN4645_c0_g1_i3	sp|Q0WMV8|PHF5B_ARATH	3.97e-68
TRINITY_DN4669_c0_g1_i1	sp|O42387|RS24_TAKRU	2.84e-45
TRINITY_DN4691_c0_g1_i3	sp|Q9LP45|PSD11_ARATH	8.07e-105
TRINITY_DN4691_c0_g1_i7	sp|Q9LP45|PSD11_ARATH	7.46e-105
TRINITY_DN4691_c0_g1_i4	sp|Q9LP45|PSD11_ARATH	7.78e-106
TRINITY_DN4691_c0_g1_i6	sp|Q9LP45|PSD11_ARATH	2.18e-105
TRINITY_DN4677_c0_g1_i1	sp|Q922U1|PRPF3_MOUSE	6.68e-174
TRINITY_DN4677_c0_g1_i2	sp|Q922U1|PRPF3_MOUSE	3.84e-174
TRINITY_DN4677_c0_g1_i3	sp|Q922U1|PRPF3_MOUSE	8.98e-174
TRINITY_DN4668_c0_g1_i3	sp|O81149|PSA5A_ARATH	1.31e-99
TRINITY_DN4668_c0_g1_i6	sp|O81149|PSA5A_ARATH	4.88e-98
TRINITY_DN4668_c0_g1_i8	sp|O81149|PSA5A_ARATH	1.45e-98
TRINITY_DN4668_c0_g1_i2	sp|O81149|PSA5A_ARATH	1.2e-98
TRINITY_DN4668_c0_g1_i4	sp|O81149|PSA5A_ARATH	4.19e-98
TRINITY_DN4642_c0_g1_i7	sp|Q54Q31|PHB2_DICDI	3.74e-05
TRINITY_DN4642_c0_g1_i3	sp|Q54Q31|PHB2_DICDI	6.01e-05
TRINITY_DN4642_c0_g1_i5	sp|Q54Q31|PHB2_DICDI	6.34e-05
TRINITY_DN4647_c1_g1_i2	sp|Q8PHB6|Y3343_XANAC	1.1e-13
TRINITY_DN4647_c1_g1_i4	sp|Q8PHB6|Y3343_XANAC	8.65e-14
TRINITY_DN4647_c1_g1_i3	sp|Q8PHB6|Y3343_XANAC	1.06e-13
TRINITY_DN4647_c0_g2_i2	sp|F4ISQ7|TOP3B_ARATH	8.05e-138
TRINITY_DN4647_c0_g2_i3	sp|F4ISQ7|TOP3B_ARATH	8.05e-138
TRINITY_DN4647_c0_g2_i1	sp|F4ISQ7|TOP3B_ARATH	1.17e-137
TRINITY_DN4688_c0_g3_i1	sp|Q297V5|KMT5A_DROPS	0.001
TRINITY_DN4611_c0_g1_i4	sp|P29356|ALF_SPIOL	5.14e-145
TRINITY_DN4611_c0_g1_i1	sp|P29356|ALF_SPIOL	8.22e-140
TRINITY_DN4611_c0_g1_i11	sp|P29356|ALF_SPIOL	1.23e-138
TRINITY_DN4611_c0_g1_i9	sp|P29356|ALF_SPIOL	4.6e-146
TRINITY_DN4611_c0_g1_i10	sp|P29356|ALF_SPIOL	1.01e-138
TRINITY_DN4611_c0_g1_i2	sp|P29356|ALF_SPIOL	7.28e-144
TRINITY_DN4611_c0_g1_i12	sp|P29356|ALF_SPIOL	7.47e-144
