target_id,up_ID,evalue
TRINITY_DN30057_c0_g1_i1,sp|Q641I1|F135B_XENLA,4.19E-25
TRINITY_DN7591_c0_g1_i8,sp|P18067|RAB7A_CANLF,8.78E-102
TRINITY_DN18883_c0_g1_i1,sp|Q12675|ATC4_YEAST,1.13E-42
TRINITY_DN13102_c0_g1_i1,sp|P0C605|KGP1_MOUSE,6.28E-87
TRINITY_DN2779_c0_g1_i11,sp|Q01693|AMPX_VIBPR,1.69E-64
TRINITY_DN14922_c1_g1_i1,sp|Q5UPT0|LONH_MIMIV,7.71E-53
TRINITY_DN6938_c0_g1_i3,sp|Q5FWL7|ZDH15_XENLA,4.87E-33
TRINITY_DN9195_c2_g1_i2,sp|Q6NVS2|ERGI3_XENTR,6.73E-42
TRINITY_DN9117_c0_g1_i13,sp|Q5FWQ0|ADXL_XENLA,2.41E-33
TRINITY_DN2641_c0_g1_i8,sp|O81983|SYS_HELAN,3.37E-154
TRINITY_DN3846_c0_g2_i2,sp|Q84ZC0|VATH_ORYSJ,1.88E-35
TRINITY_DN819_c0_g1_i12,sp|P49906|TAF11_DROME,3.82E-49
TRINITY_DN4261_c0_g1_i2,sp|Q43362|VATL_CHRCT,5.58E-59
TRINITY_DN14285_c1_g1_i2,sp|P42746|UBC3_ARATH,1.64E-49
TRINITY_DN24841_c0_g1_i4,sp|P80093|PDS_CAPAN,7.71E-29
TRINITY_DN45156_c0_g1_i1,sp|Q54MH0|FHKD_DICDI,2.11E-31
TRINITY_DN17942_c0_g1_i2,sp|Q2GYD8|ATG2_CHAGB,1.23E-23
TRINITY_DN7557_c0_g2_i4,sp|Q04991|FMP42_YEAST,2.92E-37
TRINITY_DN25135_c0_g2_i1,sp|Q9XHH2|DNAL1_CHLRE,2.71E-51
TRINITY_DN1998_c0_g1_i7,sp|Q73EJ5|Y363_BACC1,1.30E-41
TRINITY_DN10225_c0_g2_i1,sp|A8WGF4|IF122_XENTR,0
TRINITY_DN5645_c0_g1_i1,sp|Q4N4N8|TXND_THEPA,6.52E-37
TRINITY_DN9084_c0_g1_i3,sp|P18294|KCRF_STRPU,0
TRINITY_DN38534_c0_g4_i3,sp|Q9Y4W6|AFG32_HUMAN,0
TRINITY_DN13506_c0_g1_i4,sp|Q5ZKQ6|DPOE2_CHICK,2.61E-40
TRINITY_DN10085_c0_g1_i3,sp|A3LT66|MCR1_PICST,6.49E-35
TRINITY_DN6812_c0_g3_i1,sp|Q93ZT6|IF4G1_ARATH,9.81E-37
TRINITY_DN6462_c0_g1_i11,sp|Q3Y8L7|DAW1_CHLRE,0
TRINITY_DN53858_c0_g1_i1,sp|B4R3T1|NFU1_DROSI,9.79E-43
TRINITY_DN23695_c0_g1_i8,sp|O48671|RER1B_ARATH,6.73E-41
TRINITY_DN15378_c0_g1_i1,sp|Q58455|Y1055_METJA,2.70E-75
TRINITY_DN24486_c0_g1_i1,sp|O34849|YERD_BACSU,9.68E-70
TRINITY_DN7687_c0_g1_i4,sp|O14036|SMD2_SCHPO,1.04E-36
TRINITY_DN12392_c0_g1_i3,sp|B7J0N5|FTSH_BORBZ,2.07E-72
TRINITY_DN7958_c0_g1_i3,sp|Q6PAT0|ADAT3_MOUSE,2.00E-22
TRINITY_DN8268_c0_g1_i2,sp|Q9FNI6|SM3L2_ARATH,7.12E-23
TRINITY_DN24868_c0_g2_i1,sp|A8ILK1|CFA52_CHLRE,2.06E-41
TRINITY_DN31510_c0_g1_i1,sp|Q7XJ02|APX7_ORYSJ,8.78E-84
TRINITY_DN6309_c0_g1_i9,sp|Q5R814|PRP4B_PONAB,2.27E-63
TRINITY_DN5520_c0_g1_i11,sp|Q6QNM1|KC1_TOXGO,1.19E-118
TRINITY_DN7727_c0_g2_i3,sp|Q9SGA6|RS191_ARATH,1.90E-28
TRINITY_DN13427_c0_g1_i1,sp|K4BW79|ENOX_SOLLC,1.55E-35
TRINITY_DN3170_c0_g1_i8,sp|Q92890|UFD1_HUMAN,1.11E-76
TRINITY_DN27821_c0_g1_i1,sp|P0C605|KGP1_MOUSE,9.02E-106
TRINITY_DN489_c0_g1_i4,sp|O44001|HSP90_EIMTE,0
TRINITY_DN40861_c0_g1_i1,sp|Q6TU48|MAOX_DICDI,3.32E-156
TRINITY_DN1951_c0_g2_i11,sp|P48758|CBR1_MOUSE,2.08E-35
TRINITY_DN10833_c0_g1_i9,sp|P06244|KAPA_YEAST,2.78E-49
TRINITY_DN3428_c0_g1_i3,sp|P59114|PCIF1_MOUSE,8.25E-36
TRINITY_DN13102_c1_g1_i1,sp|Q9C1C2|KAPR_COLOR,9.71E-40
TRINITY_DN5979_c0_g1_i12,sp|Q9DE26|RUVB1_XENLA,0
TRINITY_DN20862_c0_g1_i2,sp|Q55GU0|Y9955_DICDI,7.88E-28
TRINITY_DN37014_c0_g2_i1,sp|O94235|MPH1L_SCHPO,1.71E-50
TRINITY_DN12500_c0_g2_i4,sp|P16559|TCMN_STRGA,4.95E-30
TRINITY_DN7944_c0_g1_i6,sp|P35182|PP2C1_YEAST,4.95E-36
TRINITY_DN6835_c0_g4_i1,sp|P54176|HLY3_BACCE,4.07E-24
TRINITY_DN20742_c0_g1_i2,sp|P28584|TRK2_YEAST,2.66E-23
TRINITY_DN6361_c0_g1_i4,sp|Q7ZVE0|GAR1_DANRE,2.01E-31
TRINITY_DN10656_c0_g1_i1,sp|Q9P2J5|SYLC_HUMAN,0
TRINITY_DN44654_c0_g1_i1,sp|Q8CDN9|LRRC9_MOUSE,2.45E-38
TRINITY_DN4730_c0_g1_i3,sp|Q8Q0U0|Y045_METMA,1.56E-22
TRINITY_DN949_c0_g1_i8,sp|B3EWZ3|CADN_ACRMI,2.19E-21
TRINITY_DN10098_c0_g2_i2,sp|Q9FMU6|MPCP3_ARATH,4.73E-54
TRINITY_DN9695_c0_g3_i1,sp|Q54IA4|PIGM_DICDI,5.35E-44
TRINITY_DN4776_c0_g1_i2,sp|Q69ZP3|PNKD_MOUSE,2.98E-30
TRINITY_DN6773_c0_g2_i3,sp|P38361|PHO89_YEAST,9.26E-52
TRINITY_DN12248_c0_g2_i2,sp|P43293|NAK_ARATH,7.43E-30
TRINITY_DN14702_c0_g2_i4,sp|Q9SRH6|HIR3_ARATH,1.57E-97
TRINITY_DN14348_c0_g2_i1,sp|O82413|SYHM_ARATH,1.03E-142
TRINITY_DN5016_c0_g1_i2,sp|G5E8K5|ANK3_MOUSE,1.41E-25
TRINITY_DN4300_c0_g1_i11,sp|Q9LZF6|CD48E_ARATH,0
TRINITY_DN14365_c0_g1_i3,sp|Q9FIZ7|OPLA_ARATH,0
TRINITY_DN6484_c0_g1_i1,sp|Q6DEL1|S38A7_DANRE,1.73E-36
TRINITY_DN26193_c1_g1_i1,sp|P24724|HSP90_THEPA,1.02E-42
TRINITY_DN25170_c0_g1_i1,sp|A6H8T2|CASC1_DANRE,6.67E-22
TRINITY_DN19247_c0_g1_i1,sp|Q06953|GDPPS_VIBCL,1.80E-42
TRINITY_DN3135_c0_g1_i14,sp|P09103|PDIA1_MOUSE,3.30E-35
TRINITY_DN4270_c0_g1_i3,sp|P25631|YCU1_YEAST,2.65E-21
TRINITY_DN12691_c0_g1_i1,sp|Q9UTI0|PYRC_SCHPO,1.25E-87
TRINITY_DN8306_c0_g1_i8,sp|A8Q3T2|ASNA_BRUMA,5.57E-55
TRINITY_DN20813_c0_g1_i1,sp|Q9W603|SP16H_XENLA,1.21E-57
TRINITY_DN31833_c0_g1_i1,sp|Q2QAV0|TIO_ARATH,1.73E-27
TRINITY_DN7577_c0_g3_i1,sp|Q38951|2AAG_ARATH,4.36E-69
TRINITY_DN8341_c0_g2_i1,sp|P79083|EIF3I_SCHPO,1.87E-26
TRINITY_DN11101_c0_g1_i1,sp|P79051|RHP16_SCHPO,1.77E-43
TRINITY_DN6728_c0_g1_i1,sp|Q5RCP3|LSM8_PONAB,3.83E-31
TRINITY_DN2570_c0_g1_i4,sp|Q9R1P4|PSA1_MOUSE,1.63E-97
TRINITY_DN23351_c0_g1_i10,sp|O88554|PARP2_MOUSE,1.97E-36
TRINITY_DN9400_c2_g1_i1,sp|Q704U0|XPO7A_XENLA,1.56E-59
TRINITY_DN18426_c0_g1_i1,sp|Q96558|UGDH1_SOYBN,3.96E-122
TRINITY_DN9646_c0_g1_i1,sp|P41234|ABCA2_MOUSE,5.43E-83
TRINITY_DN1477_c0_g1_i13,sp|Q9TTU3|CLCN5_RABIT,2.15E-138
TRINITY_DN25360_c0_g1_i1,sp|Q10N20|MPK5_ORYSJ,4.42E-79
TRINITY_DN10080_c0_g1_i4,sp|Q9GV16|EGCSE_CYANO,4.19E-44
TRINITY_DN21934_c0_g1_i1,sp|P24044|CALM_PLAFA,3.64E-24
TRINITY_DN7783_c0_g1_i5,sp|Q7Z429|LFG1_HUMAN,4.68E-22
TRINITY_DN17368_c2_g3_i6,sp|Q8I4T1|VPS26_PLAF7,1.11E-137
TRINITY_DN1702_c0_g1_i3,sp|Q7SXM7|PRP31_DANRE,1.28E-70
TRINITY_DN6328_c0_g1_i2,sp|Q5SUC9|SCO1_MOUSE,7.83E-55
TRINITY_DN834_c0_g1_i7,sp|Q39211|NRPB3_ARATH,1.30E-51
TRINITY_DN8517_c0_g1_i5,sp|Q6P3R8|NEK5_HUMAN,2.13E-43
TRINITY_DN7486_c0_g1_i9,sp|Q15428|SF3A2_HUMAN,3.61E-73
TRINITY_DN3748_c0_g1_i17,sp|Q00808|HETE1_PODAS,2.98E-44
TRINITY_DN18156_c1_g2_i2,sp|Q28IH8|CFA36_XENTR,5.10E-26
TRINITY_DN8505_c0_g1_i5,sp|Q9P429|AOX_VENIN,1.97E-65
TRINITY_DN12658_c2_g1_i6,sp|O14206|YDD3_SCHPO,1.35E-48
TRINITY_DN4780_c0_g1_i3,sp|Q8BX10|PGAM5_MOUSE,1.08E-37
TRINITY_DN10334_c0_g1_i1,sp|Q63ZU0|ADA_XENTR,6.47E-53
TRINITY_DN9671_c0_g1_i4,sp|Q9Z1N4|BPNT1_RAT,1.32E-32
TRINITY_DN13528_c0_g1_i1,sp|Q6Y288|B3GLT_HUMAN,1.14E-38
TRINITY_DN5835_c0_g1_i15,sp|Q03498|VATA_PLAFA,0
TRINITY_DN10661_c0_g2_i1,sp|Q9H9S4|CB39L_HUMAN,1.40E-53
TRINITY_DN11660_c1_g1_i3,sp|Q9W770|SPON1_CHICK,3.19E-35
TRINITY_DN3748_c0_g1_i9,sp|Q7RRM4|TIP_PLAYO,1.39E-32
TRINITY_DN10460_c0_g1_i1,sp|P90587|WD66_PHYPO,1.98E-85
TRINITY_DN458_c0_g2_i6,sp|P26182|ACT_ACHBI,0
TRINITY_DN4241_c1_g1_i2,sp|O43808|PM34_HUMAN,4.37E-42
TRINITY_DN1150_c0_g1_i3,sp|Q6TU48|MAOX_DICDI,5.66E-164
TRINITY_DN1784_c0_g1_i13,sp|B3EWZ3|CADN_ACRMI,5.95E-38
TRINITY_DN808_c0_g1_i25,sp|Q24117|DYL1_DROME,7.45E-54
TRINITY_DN12455_c0_g1_i2,sp|Q5VND6|NAP1A_ORYSJ,6.46E-33
TRINITY_DN13616_c0_g1_i1,sp|Q8VYK7|ATG8F_ARATH,2.85E-31
TRINITY_DN11185_c0_g1_i4,sp|Q9H0C1|ZMY12_HUMAN,8.08E-55
TRINITY_DN8796_c0_g1_i5,sp|Q0IID2|TLDC2_BOVIN,9.04E-24
TRINITY_DN9466_c0_g1_i1,sp|Q8WWF6|DNJB3_HUMAN,1.09E-22
TRINITY_DN27370_c0_g2_i1,sp|Q09530|MOG5_CAEEL,1.22E-138
TRINITY_DN6756_c0_g1_i1,sp|Q8K370|ACD10_MOUSE,1.13E-72
TRINITY_DN18246_c1_g1_i1,sp|Q8BZW8|NHLC2_MOUSE,1.42E-23
TRINITY_DN7212_c0_g1_i1,sp|Q9T042|PDI54_ARATH,9.52E-22
TRINITY_DN5437_c0_g1_i2,sp|A7SWH1|PESC_NEMVE,2.30E-109
TRINITY_DN5109_c0_g1_i3,sp|Q552W5|CCHL_DICDI,5.72E-36
TRINITY_DN6691_c0_g1_i9,sp|Q86AS0|Y4399_DICDI,7.68E-102
TRINITY_DN1110_c1_g1_i2,sp|Q8BWQ5|DCLK3_MOUSE,1.34E-31
TRINITY_DN12506_c0_g1_i1,sp|Q5RKQ0|SPF27_DANRE,3.01E-26
TRINITY_DN4261_c0_g1_i1,sp|Q43362|VATL_CHRCT,2.96E-57
TRINITY_DN7085_c0_g1_i4,sp|E2JA28|DDAC_ENTAG,3.17E-22
TRINITY_DN5293_c0_g1_i5,sp|Q9SFU0|SC24A_ARATH,1.98E-102
TRINITY_DN5255_c0_g1_i9,sp|O24296|GPX1_PEA,1.56E-27
TRINITY_DN15431_c0_g1_i1,sp|P37287|PIGA_HUMAN,3.42E-123
TRINITY_DN10778_c0_g1_i8,sp|Q38922|RAB1B_ARATH,9.62E-66
TRINITY_DN6339_c0_g2_i2,sp|Q9C9U4|MPK15_ARATH,6.79E-100
TRINITY_DN2620_c1_g1_i1,sp|P11144|HSP70_PLAFA,2.91E-163
TRINITY_DN23740_c0_g1_i1,sp|P40984|UBC9_SCHPO,8.33E-58
TRINITY_DN24555_c0_g1_i1,sp|Q9SB50|AP4M_ARATH,4.54E-40
TRINITY_DN2357_c0_g1_i16,sp|Q9LST6|PSB2_ORYSJ,6.42E-48
TRINITY_DN17337_c0_g1_i1,sp|Q5Q0U5|SGK1_FUNHE,2.84E-93
TRINITY_DN6934_c0_g1_i2,sp|Q39613|CYPH_CATRO,3.01E-85
TRINITY_DN5222_c0_g1_i3,sp|Q6PHI9|RAB4A_DANRE,2.04E-71
TRINITY_DN2758_c0_g1_i1,sp|Q9SQN2|FBT3_ARATH,1.38E-24
TRINITY_DN15444_c0_g1_i1,sp|Q7XPJ0|KCBP_ORYSJ,5.74E-28
TRINITY_DN2_c0_g1_i5,sp|Q39613|CYPH_CATRO,1.10E-86
TRINITY_DN6742_c0_g1_i12,sp|Q04960|DNJH_CUCSA,3.52E-76
TRINITY_DN19803_c0_g1_i2,sp|Q567Z6|CRIPT_DANRE,1.55E-23
TRINITY_DN4006_c0_g1_i2,sp|Q3ZBR5|TTC1_BOVIN,1.08E-32
TRINITY_DN12976_c0_g1_i1,sp|P47990|XDH_CHICK,5.80E-51
TRINITY_DN42678_c0_g1_i1,sp|O81716|P2C21_ARATH,1.01E-56
TRINITY_DN11892_c0_g1_i5,sp|Q8WW35|TC1D2_HUMAN,2.19E-35
TRINITY_DN3145_c0_g1_i2,sp|Q0DBU5|RH31_ORYSJ,3.72E-38
TRINITY_DN14729_c0_g1_i3,sp|Q0P483|S2542_DANRE,3.19E-54
TRINITY_DN2627_c0_g2_i3,sp|P42693|PPIA_ACIAD,9.97E-27
TRINITY_DN18189_c0_g1_i5,sp|Q5M7N8|SYCC_XENTR,0
TRINITY_DN2272_c0_g2_i3,sp|P33279|E2AK1_RABIT,1.44E-33
TRINITY_DN16179_c0_g1_i1,sp|Q93131|ACTC_BRAFL,0
TRINITY_DN44800_c0_g1_i1,sp|Q3MIF4|XYLB_RAT,3.84E-70
TRINITY_DN16977_c0_g1_i4,sp|P54868|HMCS2_HUMAN,1.37E-64
TRINITY_DN11759_c0_g1_i12,sp|P41227|NAA10_HUMAN,1.27E-58
TRINITY_DN5780_c0_g1_i6,sp|P0CR38|SEC23_CRYNJ,0
TRINITY_DN23906_c0_g1_i1,sp|Q8LQJ8|FTSH5_ORYSJ,3.88E-138
TRINITY_DN20267_c0_g1_i10,sp|B0VHH0|KCE_CLOAI,1.91E-33
TRINITY_DN7486_c0_g1_i8,sp|Q15428|SF3A2_HUMAN,1.28E-73
TRINITY_DN24342_c0_g2_i1,sp|Q54XS1|PH4H_DICDI,6.92E-112
TRINITY_DN17127_c0_g1_i1,sp|Q6P8D9|UBC12_XENTR,1.20E-58
TRINITY_DN53574_c0_g1_i1,sp|A1T726|Y2161_MYCVP,3.62E-52
TRINITY_DN3322_c0_g1_i3,sp|Q6ZQ38|CAND1_MOUSE,1.42E-104
TRINITY_DN3846_c0_g2_i5,sp|Q84ZC0|VATH_ORYSJ,4.25E-35
TRINITY_DN2283_c0_g1_i7,sp|P18562|UPP_YEAST,2.76E-59
TRINITY_DN4006_c0_g1_i1,sp|Q3ZBR5|TTC1_BOVIN,4.99E-33
TRINITY_DN12972_c0_g1_i9,sp|B3EWZ3|CADN_ACRMI,2.34E-36
TRINITY_DN13814_c0_g1_i2,sp|P27643|SP5K_BACSU,2.49E-42
TRINITY_DN10679_c0_g1_i2,sp|O35017|YOGA_BACSU,4.25E-26
TRINITY_DN6510_c0_g1_i1,sp|Q8Q0U0|Y045_METMA,2.06E-38
TRINITY_DN9360_c0_g1_i1,sp|Q57335|Y036_HAEIN,2.07E-38
TRINITY_DN4975_c0_g1_i9,sp|Q6DKJ4|NXN_HUMAN,1.46E-35
TRINITY_DN7232_c0_g1_i5,sp|Q9UGP5|DPOLL_HUMAN,2.75E-43
TRINITY_DN1784_c2_g1_i8,sp|Q9H8X9|ZDH11_HUMAN,4.18E-24
TRINITY_DN11413_c0_g1_i1,sp|P05987|KAPR_DICDI,3.93E-64
TRINITY_DN13359_c0_g1_i1,sp|O77834|PRDX6_BOVIN,4.04E-70
TRINITY_DN29825_c0_g1_i1,sp|Q9SCN0|STL2_ARATH,5.09E-48
TRINITY_DN3786_c0_g1_i3,sp|P71864|3O1D1_MYCTU,1.12E-26
TRINITY_DN20828_c0_g1_i2,sp|Q8Q0U0|Y045_METMA,1.03E-26
TRINITY_DN14299_c0_g2_i7,sp|A4III8|IFT56_XENTR,0
TRINITY_DN30766_c1_g1_i7,sp|Q9FF55|PDI14_ARATH,4.27E-65
TRINITY_DN18990_c0_g1_i4,sp|O15726|KC1_PLAF4,1.63E-45
TRINITY_DN3569_c0_g1_i7,sp|Q5UPG5|YL093_MIMIV,2.22E-25
TRINITY_DN9459_c0_g1_i1,sp|A6QLH5|ERI3_BOVIN,2.16E-37
TRINITY_DN217_c0_g2_i4,sp|Q18885|BTF3_CAEEL,2.80E-40
TRINITY_DN4776_c0_g1_i6,sp|Q69ZP3|PNKD_MOUSE,3.34E-30
TRINITY_DN31592_c0_g2_i1,sp|Q28FE4|MORN5_XENTR,4.62E-43
TRINITY_DN19217_c0_g1_i1,sp|Q54C92|CSN6_DICDI,3.10E-51
TRINITY_DN6805_c0_g1_i16,sp|Q9M1K2|PI5K4_ARATH,5.07E-29
TRINITY_DN9440_c0_g2_i1,sp|Q5R4Q7|LZTR1_PONAB,1.97E-39
TRINITY_DN13843_c0_g2_i4,sp|O14111|PSD3_SCHPO,2.92E-42
TRINITY_DN3877_c1_g1_i6,sp|Q8T1C6|GNT1_DICDI,1.69E-25
TRINITY_DN12987_c0_g1_i2,sp|Q6P8M1|TATD1_MOUSE,2.95E-74
TRINITY_DN1443_c0_g1_i16,sp|Q09JZ4|DAAF1_CHLRE,1.10E-46
TRINITY_DN9485_c0_g2_i2,sp|P33948|ERD2_PLAFA,1.92E-71
TRINITY_DN19440_c0_g1_i1,sp|O94565|OMH4_SCHPO,1.03E-21
TRINITY_DN36252_c0_g2_i2,sp|Q58696|BIOA_METJA,3.19E-33
TRINITY_DN19135_c0_g1_i4,sp|Q5AYN6|CD123_EMENI,1.05E-44
TRINITY_DN7816_c0_g1_i8,sp|Q9C512|MNS1_ARATH,1.41E-83
TRINITY_DN4876_c0_g1_i3,sp|Q6C537|YKT6_YARLI,2.10E-34
TRINITY_DN6691_c0_g1_i4,sp|Q86AS0|Y4399_DICDI,3.43E-101
TRINITY_DN6742_c0_g1_i8,sp|Q04960|DNJH_CUCSA,6.03E-74
TRINITY_DN528_c0_g1_i2,sp|Q7K755|GLT11_CAEEL,3.40E-51
TRINITY_DN18483_c0_g2_i1,sp|Q8K9J8|RLUC_BUCAP,1.89E-22
TRINITY_DN1042_c0_g1_i4,sp|Q641Z6|EHD1_RAT,0
TRINITY_DN13828_c0_g1_i2,sp|P31692|ADT_PARKE,5.53E-32
TRINITY_DN43547_c0_g1_i1,sp|A4IHR1|TT30A_XENTR,0
TRINITY_DN6462_c0_g1_i7,sp|Q3Y8L7|DAW1_CHLRE,0
TRINITY_DN18415_c0_g1_i1,sp|Q9BQE3|TBA1C_HUMAN,9.27E-81
TRINITY_DN9766_c0_g1_i1,sp|Q10137|SEC14_SCHPO,2.66E-43
TRINITY_DN1150_c0_g1_i4,sp|Q6TU48|MAOX_DICDI,7.94E-164
TRINITY_DN400_c0_g1_i4,sp|Q4P0I7|SAR1_USTMA,1.25E-76
TRINITY_DN8066_c0_g3_i1,sp|P54750|PDE1A_HUMAN,3.03E-36
TRINITY_DN24697_c0_g1_i1,sp|Q4ZSZ2|ARNA_PSEU2,6.94E-23
TRINITY_DN7727_c0_g2_i2,sp|Q9SGA6|RS191_ARATH,1.35E-28
TRINITY_DN15355_c0_g1_i2,sp|Q550A6|CRTP2_DICDI,5.09E-26
TRINITY_DN4050_c0_g1_i3,sp|P51817|PRKX_HUMAN,2.67E-115
TRINITY_DN6965_c0_g1_i2,sp|Q39493|DSK1_CYLFU,4.81E-52
TRINITY_DN5214_c0_g1_i6,sp|Q2KIW9|KCY_BOVIN,8.51E-60
TRINITY_DN33047_c0_g1_i1,sp|P09437|CYB2_WICAO,2.25E-160
TRINITY_DN9261_c0_g1_i10,sp|Q55CT5|SEC31_DICDI,4.90E-93
TRINITY_DN22930_c0_g1_i1,sp|Q8ST87|ABCCA_DICDI,3.39E-57
TRINITY_DN5197_c0_g2_i2,sp|Q501D5|MCMBP_ARATH,1.13E-48
TRINITY_DN13449_c0_g1_i2,sp|Q1JPG1|RS10B_BOVIN,7.36E-27
TRINITY_DN400_c0_g1_i5,sp|Q4P0I7|SAR1_USTMA,2.32E-76
TRINITY_DN26857_c0_g1_i1,sp|P58283|RN216_MOUSE,9.95E-21
TRINITY_DN17275_c0_g1_i2,sp|Q22XZ3|ATAT_TETTS,1.02E-42
TRINITY_DN33717_c0_g2_i1,sp|P79942|NOCT_XENLA,3.73E-24
TRINITY_DN26674_c0_g1_i2,sp|Q63486|RRAGA_RAT,1.30E-129
TRINITY_DN15748_c0_g2_i2,sp|B4PZB4|RTEL1_DROYA,1.14E-51
TRINITY_DN11798_c0_g1_i1,sp|Q9FN32|YIPL7_ARATH,8.72E-29
TRINITY_DN12967_c0_g5_i2,sp|Q4VBT5|MKRN1_DANRE,1.94E-30
TRINITY_DN5449_c0_g1_i5,sp|Q90744|NAGAB_CHICK,2.55E-75
TRINITY_DN3666_c0_g1_i1,sp|O76094|SRP72_HUMAN,2.66E-39
TRINITY_DN14126_c0_g1_i5,sp|Q8BMB3|IF4E2_MOUSE,5.67E-49
TRINITY_DN121_c0_g1_i2,sp|Q0ITS8|RL101_ORYSJ,3.57E-104
TRINITY_DN4780_c0_g1_i4,sp|Q8BX10|PGAM5_MOUSE,1.08E-37
TRINITY_DN36583_c0_g1_i1,sp|Q8VHK9|DHX36_MOUSE,1.11E-49
TRINITY_DN7760_c0_g1_i4,sp|Q9J579|DCK2_FOWPN,3.87E-32
TRINITY_DN14194_c0_g1_i3,sp|Q2KIJ5|KDSR_BOVIN,4.71E-62
TRINITY_DN12040_c0_g1_i2,sp|Q8H4S6|P2C64_ORYSJ,4.02E-42
TRINITY_DN1136_c0_g1_i2,sp|O59922|KAPR_EMENI,2.22E-41
TRINITY_DN26769_c0_g1_i8,sp|Q9US41|URG1_SCHPO,1.74E-78
TRINITY_DN15445_c0_g2_i14,sp|P11707|CP3A6_RABIT,3.22E-35
TRINITY_DN23617_c0_g2_i1,sp|P15700|KCY_YEAST,1.90E-26
TRINITY_DN5773_c1_g2_i1,sp|G5CEW6|IF4G_WHEAT,1.56E-29
TRINITY_DN12304_c0_g2_i2,sp|Q8ILC1|STI1L_PLAF7,2.19E-94
TRINITY_DN26351_c0_g1_i14,sp|Q6ZQ08|CNOT1_MOUSE,9.89E-23
TRINITY_DN7738_c0_g2_i1,sp|Q63120|MRP2_RAT,5.74E-110
TRINITY_DN26704_c0_g1_i2,sp|Q2A865|S6A19_RAT,3.75E-28
TRINITY_DN24783_c0_g1_i4,sp|P51954|NEK1_MOUSE,2.02E-32
TRINITY_DN3862_c0_g1_i3,sp|P35129|UBC2_CAEEL,2.22E-55
TRINITY_DN7415_c0_g1_i4,sp|B4NBP4|SPAST_DROWI,1.07E-82
TRINITY_DN11810_c0_g6_i1,sp|Q96RW7|HMCN1_HUMAN,3.87E-33
TRINITY_DN4018_c0_g1_i2,sp|A3E4D8|CALM_PROMN,2.18E-98
TRINITY_DN11900_c1_g2_i2,sp|Q80W94|MOGT2_MOUSE,3.06E-36
TRINITY_DN10407_c0_g1_i3,sp|Q9LZQ9|DEAH2_ARATH,0
TRINITY_DN10942_c0_g1_i2,sp|P00792|PEPA_BOVIN,4.78E-24
TRINITY_DN43299_c0_g1_i1,sp|D4AAT7|NNRD_RAT,9.97E-48
TRINITY_DN21787_c0_g1_i3,sp|Q5ZDJ6|C3H8_ORYSJ,1.13E-25
TRINITY_DN5619_c0_g1_i2,sp|P40761|YUXK_BACSU,1.98E-22
TRINITY_DN2620_c1_g1_i2,sp|P11144|HSP70_PLAFA,2.60E-163
TRINITY_DN5450_c0_g1_i6,sp|Q5R501|OST48_PONAB,2.61E-82
TRINITY_DN10810_c0_g1_i2,sp|O32264|TKRA_BACSU,2.92E-25
TRINITY_DN9817_c0_g1_i3,sp|Q16720|AT2B3_HUMAN,0
TRINITY_DN5341_c0_g1_i5,sp|Q8VYP5|ZDH14_ARATH,1.74E-27
TRINITY_DN3596_c0_g1_i4,sp|P53034|RFC2_DROME,6.17E-90
TRINITY_DN3683_c0_g1_i1,sp|Q869Q2|RRS1_DICDI,1.28E-32
TRINITY_DN458_c0_g1_i4,sp|P26182|ACT_ACHBI,0
TRINITY_DN24323_c0_g1_i2,sp|Q92462|PUB1_SCHPO,2.20E-45
TRINITY_DN22411_c0_g1_i3,sp|P18143|CBPS_STRGR,1.02E-23
TRINITY_DN7895_c0_g1_i6,sp|P28178|PK2_DICDI,3.73E-60
TRINITY_DN1755_c0_g1_i2,sp|Q8VWI1|ERD2B_ARATH,9.25E-36
TRINITY_DN9045_c0_g1_i4,sp|P46283|S17P_ARATH,4.89E-77
TRINITY_DN37345_c0_g1_i2,sp|Q9QYJ4|ABCB9_RAT,2.56E-117
TRINITY_DN5835_c0_g1_i18,sp|Q03498|VATA_PLAFA,0
TRINITY_DN4345_c0_g1_i8,sp|A6QQU6|TM144_BOVIN,3.15E-33
TRINITY_DN15043_c0_g1_i4,sp|Q9HD20|AT131_HUMAN,0
TRINITY_DN9674_c0_g1_i7,sp|Q41396|VATE_SPIOL,1.41E-30
TRINITY_DN875_c2_g1_i3,sp|Q0IH24|SPEF1_XENLA,8.61E-37
TRINITY_DN1712_c0_g1_i10,sp|Q8W117|SMU1_ARATH,0
TRINITY_DN13744_c0_g1_i1,sp|Q6P3R8|NEK5_HUMAN,1.15E-60
TRINITY_DN5485_c1_g1_i4,sp|Q9C7F5|NTF2_ARATH,1.21E-36
TRINITY_DN7738_c0_g1_i1,sp|Q54P13|ABCC8_DICDI,1.27E-80
TRINITY_DN7591_c0_g1_i7,sp|P18067|RAB7A_CANLF,3.86E-98
TRINITY_DN13758_c0_g1_i8,sp|Q65XV7|RFA1C_ORYSJ,9.10E-60
TRINITY_DN12437_c0_g1_i3,sp|Q6ICB0|DESI1_HUMAN,8.26E-26
TRINITY_DN11856_c0_g1_i7,sp|Q4UMH6|Y381_RICFE,8.86E-26
TRINITY_DN4008_c0_g1_i6,sp|O14327|PAB2_SCHPO,8.21E-33
TRINITY_DN8137_c0_g1_i5,sp|Q8R2Y8|PTH2_MOUSE,4.81E-25
