Trinity_ID	GO_ID	GOslim	Biological_process
TRINITY_DN2488_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN4632_c0_g1_i7	GO:0045087	stress response	P
TRINITY_DN4721_c0_g1_i3	GO:0045087	stress response	P
TRINITY_DN1442_c1_g1_i6	GO:0045087	stress response	P
TRINITY_DN1729_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN4632_c0_g2_i1	GO:0045087	stress response	P
TRINITY_DN4632_c1_g2_i1	GO:0045087	stress response	P
TRINITY_DN8499_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN28271_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN21043_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN8365_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN904_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN904_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN6448_c0_g1_i7	GO:0045087	stress response	P
TRINITY_DN4288_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN1303_c0_g1_i3	GO:0045087	stress response	P
TRINITY_DN3864_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN3864_c0_g1_i3	GO:0045087	stress response	P
TRINITY_DN4743_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN4598_c0_g1_i3	GO:0045087	stress response	P
TRINITY_DN4598_c0_g1_i4	GO:0045087	stress response	P
TRINITY_DN4598_c0_g1_i6	GO:0045087	stress response	P
TRINITY_DN0_c1_g1_i1	GO:0045087	stress response	P
TRINITY_DN0_c1_g1_i2	GO:0045087	stress response	P
TRINITY_DN0_c1_g1_i3	GO:0045087	stress response	P
TRINITY_DN3187_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN2503_c0_g1_i10	GO:0045087	stress response	P
TRINITY_DN2503_c0_g1_i11	GO:0045087	stress response	P
TRINITY_DN2503_c0_g1_i4	GO:0045087	stress response	P
TRINITY_DN2503_c0_g1_i7	GO:0045087	stress response	P
TRINITY_DN2503_c0_g1_i8	GO:0045087	stress response	P
TRINITY_DN6856_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN6856_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN2105_c1_g1_i3	GO:0045087	stress response	P
TRINITY_DN2105_c1_g1_i4	GO:0045087	stress response	P
TRINITY_DN2105_c1_g1_i5	GO:0045087	stress response	P
TRINITY_DN8499_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN26846_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN2620_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN2620_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN2743_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN2743_c0_g1_i3	GO:0045087	stress response	P
TRINITY_DN3889_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN3889_c0_g1_i4	GO:0045087	stress response	P
TRINITY_DN4705_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN4705_c0_g1_i3	GO:0045087	stress response	P
TRINITY_DN4705_c0_g1_i4	GO:0045087	stress response	P
TRINITY_DN5413_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN5413_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN5413_c0_g2_i2	GO:0045087	stress response	P
TRINITY_DN2488_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN4634_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN4634_c0_g1_i4	GO:0045087	stress response	P
TRINITY_DN4634_c0_g1_i5	GO:0045087	stress response	P
TRINITY_DN4634_c0_g1_i9	GO:0045087	stress response	P
TRINITY_DN5280_c0_g1_i5	GO:0045087	stress response	P
TRINITY_DN5280_c0_g1_i6	GO:0045087	stress response	P
TRINITY_DN9783_c0_g2_i1	GO:0045087	stress response	P
TRINITY_DN28379_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN7075_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN3800_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN3800_c0_g1_i3	GO:0045087	stress response	P
TRINITY_DN1141_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN1141_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN18205_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN657_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN657_c0_g1_i4	GO:0045087	stress response	P
TRINITY_DN760_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN760_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN760_c0_g1_i7	GO:0045087	stress response	P
TRINITY_DN18099_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN33_c0_g1_i12	GO:0045087	stress response	P
TRINITY_DN33_c0_g1_i13	GO:0045087	stress response	P
TRINITY_DN33_c0_g1_i15	GO:0045087	stress response	P
TRINITY_DN33_c0_g1_i2	GO:0045087	stress response	P
TRINITY_DN33_c0_g1_i4	GO:0045087	stress response	P
TRINITY_DN115_c0_g1_i4	GO:0045087	stress response	P
TRINITY_DN6034_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN3285_c0_g1_i1	GO:0045087	stress response	P
TRINITY_DN1405_c0_g2_i1	GO:0045088	stress response	P
TRINITY_DN1405_c0_g2_i2	GO:0045088	stress response	P
TRINITY_DN1405_c0_g2_i3	GO:0045088	stress response	P
TRINITY_DN6464_c0_g1_i1	GO:0045088	stress response	P
TRINITY_DN16291_c0_g1_i1	GO:0045088	stress response	P
TRINITY_DN87_c0_g1_i1	GO:0045088	stress response	P
TRINITY_DN87_c1_g1_i1	GO:0045088	stress response	P
TRINITY_DN1248_c0_g1_i1	GO:0045088	stress response	P
TRINITY_DN16413_c0_g1_i1	GO:0045088	stress response	P
TRINITY_DN14371_c0_g1_i1	GO:0045088	stress response	P
TRINITY_DN0_c1_g1_i1	GO:0045088	stress response	P
TRINITY_DN0_c1_g1_i2	GO:0045088	stress response	P
TRINITY_DN0_c1_g1_i3	GO:0045088	stress response	P
TRINITY_DN18099_c0_g1_i1	GO:0045088	stress response	P
TRINITY_DN26831_c1_g1_i1	GO:0045089	stress response	P
TRINITY_DN9942_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN7384_c3_g1_i1	GO:0045089	stress response	P
TRINITY_DN10128_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN14552_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN24851_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN26240_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN29356_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN3710_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN3710_c0_g1_i2	GO:0045089	stress response	P
TRINITY_DN13240_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN25338_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN4850_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN4850_c0_g1_i2	GO:0045089	stress response	P
TRINITY_DN6103_c1_g1_i1	GO:0045089	stress response	P
TRINITY_DN6103_c1_g1_i5	GO:0045089	stress response	P
TRINITY_DN6103_c1_g1_i6	GO:0045089	stress response	P
TRINITY_DN6103_c1_g1_i7	GO:0045089	stress response	P
TRINITY_DN6103_c1_g1_i9	GO:0045089	stress response	P
TRINITY_DN4288_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN0_c1_g1_i1	GO:0045089	stress response	P
TRINITY_DN0_c1_g1_i2	GO:0045089	stress response	P
TRINITY_DN0_c1_g1_i3	GO:0045089	stress response	P
TRINITY_DN2743_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN2743_c0_g1_i3	GO:0045089	stress response	P
TRINITY_DN5280_c0_g1_i5	GO:0045089	stress response	P
TRINITY_DN5280_c0_g1_i6	GO:0045089	stress response	P
TRINITY_DN9783_c0_g2_i1	GO:0045089	stress response	P
TRINITY_DN3129_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN18099_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN10649_c0_g2_i1	GO:0045089	stress response	P
TRINITY_DN22674_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN25949_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN26968_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN27638_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN28603_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN2882_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN2882_c0_g3_i1	GO:0045089	stress response	P
TRINITY_DN9531_c0_g1_i1	GO:0045089	stress response	P
TRINITY_DN23876_c0_g1_i1	GO:0045738	stress response	P
TRINITY_DN9836_c0_g1_i1	GO:0045738	stress response	P
TRINITY_DN9836_c0_g1_i2	GO:0045738	stress response	P
TRINITY_DN1670_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN1670_c0_g1_i2	GO:0045739	stress response	P
TRINITY_DN17910_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN4398_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN1214_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN26674_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN28635_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN2066_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN14199_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN841_c1_g1_i1	GO:0045739	stress response	P
TRINITY_DN2894_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN5530_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN2312_c0_g1_i1	GO:0045739	stress response	P
TRINITY_DN2312_c0_g1_i2	GO:0045739	stress response	P
TRINITY_DN2312_c0_g1_i3	GO:0045739	stress response	P
TRINITY_DN5005_c0_g3_i1	GO:0045824	stress response	P
TRINITY_DN5005_c0_g2_i1	GO:0045824	stress response	P
TRINITY_DN2548_c0_g1_i1	GO:0045824	stress response	P
TRINITY_DN854_c0_g1_i1	GO:0045824	stress response	P
TRINITY_DN854_c0_g1_i2	GO:0045824	stress response	P
TRINITY_DN11036_c5_g1_i1	GO:0045824	stress response	P
TRINITY_DN11900_c0_g1_i1	GO:0045824	stress response	P
TRINITY_DN13349_c1_g1_i1	GO:0045824	stress response	P
TRINITY_DN7100_c0_g1_i2	GO:0045824	stress response	P
TRINITY_DN7100_c0_g1_i5	GO:0045824	stress response	P
TRINITY_DN7100_c0_g1_i7	GO:0045824	stress response	P
TRINITY_DN233_c1_g1_i10	GO:0045824	stress response	P
TRINITY_DN233_c1_g1_i2	GO:0045824	stress response	P
TRINITY_DN233_c1_g1_i4	GO:0045824	stress response	P
TRINITY_DN233_c1_g1_i5	GO:0045824	stress response	P
TRINITY_DN233_c1_g1_i8	GO:0045824	stress response	P
TRINITY_DN233_c1_g1_i9	GO:0045824	stress response	P
TRINITY_DN227_c0_g1_i1	GO:0045824	stress response	P
TRINITY_DN227_c0_g1_i2	GO:0045824	stress response	P
TRINITY_DN10972_c0_g1_i1	GO:0045824	stress response	P
TRINITY_DN10972_c0_g1_i2	GO:0045824	stress response	P
TRINITY_DN1253_c0_g1_i1	GO:0045824	stress response	P
TRINITY_DN3431_c0_g1_i1	GO:0045824	stress response	P
TRINITY_DN3431_c0_g1_i3	GO:0045824	stress response	P
TRINITY_DN3431_c0_g1_i4	GO:0045824	stress response	P
TRINITY_DN7163_c0_g1_i2	GO:0045824	stress response	P
TRINITY_DN7163_c0_g1_i3	GO:0045824	stress response	P
TRINITY_DN7456_c0_g1_i1	GO:0045824	stress response	P
TRINITY_DN7456_c0_g1_i10	GO:0045824	stress response	P
TRINITY_DN7456_c0_g1_i11	GO:0045824	stress response	P
TRINITY_DN7456_c0_g1_i3	GO:0045824	stress response	P
TRINITY_DN7456_c0_g1_i6	GO:0045824	stress response	P
TRINITY_DN7456_c0_g1_i8	GO:0045824	stress response	P
TRINITY_DN7456_c0_g1_i9	GO:0045824	stress response	P
TRINITY_DN413_c0_g1_i2	GO:0045824	stress response	P
TRINITY_DN12915_c0_g1_i1	GO:0045916	stress response	P
TRINITY_DN2857_c0_g1_i1	GO:0045954	stress response	P
TRINITY_DN2857_c0_g1_i2	GO:0045954	stress response	P
TRINITY_DN2857_c0_g1_i3	GO:0045954	stress response	P
TRINITY_DN2857_c0_g1_i4	GO:0045954	stress response	P
TRINITY_DN25566_c0_g1_i1	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i1	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i13	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i14	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i16	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i17	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i2	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i3	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i4	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i5	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i7	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i8	GO:0045954	stress response	P
TRINITY_DN558_c0_g1_i9	GO:0045954	stress response	P
TRINITY_DN6878_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN9581_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN830_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN830_c0_g2_i1	GO:0046328	stress response	P
TRINITY_DN6788_c0_g2_i1	GO:0046328	stress response	P
TRINITY_DN22215_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN2324_c0_g1_i3	GO:0046328	stress response	P
TRINITY_DN25600_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN21539_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN22690_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN29375_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN8373_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN8392_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN8392_c0_g1_i2	GO:0046328	stress response	P
TRINITY_DN7572_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN6788_c0_g1_i3	GO:0046328	stress response	P
TRINITY_DN23360_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN9113_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN3672_c0_g2_i1	GO:0046328	stress response	P
TRINITY_DN320_c0_g1_i20	GO:0046328	stress response	P
TRINITY_DN6788_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN530_c0_g3_i2	GO:0046328	stress response	P
TRINITY_DN1090_c2_g1_i1	GO:0046328	stress response	P
TRINITY_DN19041_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN434_c0_g2_i1	GO:0046328	stress response	P
TRINITY_DN434_c0_g2_i2	GO:0046328	stress response	P
TRINITY_DN5494_c0_g1_i1	GO:0046328	stress response	P
TRINITY_DN4488_c1_g1_i1	GO:0046328	stress response	P
TRINITY_DN4488_c1_g1_i4	GO:0046328	stress response	P
TRINITY_DN1990_c0_g1_i3	GO:0046329	stress response	P
TRINITY_DN1594_c0_g1_i2	GO:0046329	stress response	P
TRINITY_DN1594_c0_g1_i3	GO:0046329	stress response	P
TRINITY_DN854_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN854_c0_g1_i2	GO:0046329	stress response	P
TRINITY_DN6072_c0_g1_i2	GO:0046329	stress response	P
TRINITY_DN21574_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN7203_c0_g1_i2	GO:0046329	stress response	P
TRINITY_DN3780_c0_g1_i4	GO:0046329	stress response	P
TRINITY_DN3780_c0_g1_i7	GO:0046329	stress response	P
TRINITY_DN1990_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN19191_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN3780_c0_g1_i2	GO:0046329	stress response	P
TRINITY_DN3780_c0_g1_i2	GO:0046329	stress response	P
TRINITY_DN6278_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN11334_c0_g1_i2	GO:0046329	stress response	P
TRINITY_DN21587_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN4342_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN4531_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN15734_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN19113_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN7203_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN22174_c0_g1_i1	GO:0046329	stress response	P
TRINITY_DN3218_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN3218_c0_g1_i2	GO:0046330	stress response	P
TRINITY_DN3218_c0_g1_i3	GO:0046330	stress response	P
TRINITY_DN3218_c0_g1_i4	GO:0046330	stress response	P
TRINITY_DN17915_c0_g2_i1	GO:0046330	stress response	P
TRINITY_DN367_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN367_c0_g1_i4	GO:0046330	stress response	P
TRINITY_DN367_c0_g1_i8	GO:0046330	stress response	P
TRINITY_DN1351_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN3151_c0_g1_i7	GO:0046330	stress response	P
TRINITY_DN3151_c0_g1_i8	GO:0046330	stress response	P
TRINITY_DN385_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN1936_c0_g1_i2	GO:0046330	stress response	P
TRINITY_DN1936_c0_g1_i3	GO:0046330	stress response	P
TRINITY_DN820_c0_g1_i2	GO:0046330	stress response	P
TRINITY_DN19191_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN314_c0_g2_i1	GO:0046330	stress response	P
TRINITY_DN314_c0_g2_i2	GO:0046330	stress response	P
TRINITY_DN314_c0_g2_i3	GO:0046330	stress response	P
TRINITY_DN314_c0_g2_i4	GO:0046330	stress response	P
TRINITY_DN314_c0_g2_i5	GO:0046330	stress response	P
TRINITY_DN314_c0_g2_i5	GO:0046330	stress response	P
TRINITY_DN3338_c1_g1_i1	GO:0046330	stress response	P
TRINITY_DN808_c1_g1_i3	GO:0046330	stress response	P
TRINITY_DN808_c1_g1_i4	GO:0046330	stress response	P
TRINITY_DN808_c1_g1_i6	GO:0046330	stress response	P
TRINITY_DN20949_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN15791_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN15791_c0_g1_i2	GO:0046330	stress response	P
TRINITY_DN808_c1_g1_i1	GO:0046330	stress response	P
TRINITY_DN10038_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN6221_c0_g1_i5	GO:0046330	stress response	P
TRINITY_DN6221_c0_g1_i6	GO:0046330	stress response	P
TRINITY_DN6221_c0_g2_i1	GO:0046330	stress response	P
TRINITY_DN10679_c0_g1_i2	GO:0046330	stress response	P
TRINITY_DN9958_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN1539_c0_g1_i1	GO:0046330	stress response	P
TRINITY_DN1539_c0_g1_i2	GO:0046330	stress response	P
TRINITY_DN1172_c2_g1_i5	GO:0047484	stress response	P
TRINITY_DN1172_c2_g1_i6	GO:0047484	stress response	P
TRINITY_DN18785_c0_g1_i1	GO:0047484	stress response	P
TRINITY_DN9130_c0_g2_i1	GO:0047484	stress response	P
TRINITY_DN21999_c0_g1_i1	GO:0047484	stress response	P
TRINITY_DN22864_c0_g1_i1	GO:0047484	stress response	P
TRINITY_DN4259_c0_g1_i1	GO:0047484	stress response	P
TRINITY_DN4259_c0_g1_i2	GO:0047484	stress response	P
TRINITY_DN4259_c0_g2_i4	GO:0047484	stress response	P
TRINITY_DN4259_c0_g2_i5	GO:0047484	stress response	P
TRINITY_DN4259_c0_g2_i6	GO:0047484	stress response	P
TRINITY_DN4259_c0_g2_i7	GO:0047484	stress response	P
TRINITY_DN2170_c0_g1_i5	GO:0048265	stress response	P
TRINITY_DN4539_c0_g1_i6	GO:0048265	stress response	P
TRINITY_DN4539_c0_g1_i8	GO:0048265	stress response	P
TRINITY_DN4539_c0_g1_i7	GO:0048265	stress response	P
TRINITY_DN4539_c0_g1_i5	GO:0048265	stress response	P
TRINITY_DN15563_c0_g1_i1	GO:0048266	stress response	P
TRINITY_DN19624_c0_g1_i1	GO:0048266	stress response	P
TRINITY_DN2935_c0_g1_i1	GO:0048266	stress response	P
TRINITY_DN2935_c0_g1_i2	GO:0048266	stress response	P
TRINITY_DN2935_c0_g1_i3	GO:0048266	stress response	P
TRINITY_DN400_c0_g3_i1	GO:0048674	stress response	P
TRINITY_DN400_c0_g3_i2	GO:0048674	stress response	P
TRINITY_DN4706_c0_g1_i1	GO:0048674	stress response	P
TRINITY_DN4706_c0_g1_i2	GO:0048674	stress response	P
TRINITY_DN4706_c0_g1_i3	GO:0048674	stress response	P
TRINITY_DN4706_c0_g1_i4	GO:0048674	stress response	P
TRINITY_DN26332_c0_g1_i1	GO:0048677	stress response	P
TRINITY_DN5186_c0_g1_i3	GO:0048678	stress response	P
TRINITY_DN7558_c0_g1_i4	GO:0048678	stress response	P
TRINITY_DN17612_c0_g1_i2	GO:0048678	stress response	P
TRINITY_DN17612_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN524_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN22908_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN1973_c0_g2_i1	GO:0048678	stress response	P
TRINITY_DN28448_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN7558_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN7558_c0_g1_i2	GO:0048678	stress response	P
TRINITY_DN4539_c0_g1_i7	GO:0048678	stress response	P
TRINITY_DN367_c1_g1_i1	GO:0048678	stress response	P
TRINITY_DN20717_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN334_c5_g1_i1	GO:0048678	stress response	P
TRINITY_DN6983_c0_g1_i6	GO:0048678	stress response	P
TRINITY_DN7242_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN1552_c0_g1_i2	GO:0048678	stress response	P
TRINITY_DN23186_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN5200_c0_g1_i4	GO:0048678	stress response	P
TRINITY_DN8087_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN9508_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN9508_c0_g1_i2	GO:0048678	stress response	P
TRINITY_DN9858_c0_g1_i1	GO:0048678	stress response	P
TRINITY_DN9858_c0_g1_i2	GO:0048678	stress response	P
TRINITY_DN16458_c0_g1_i2	GO:0048679	stress response	P
TRINITY_DN27271_c0_g1_i2	GO:0048679	stress response	P
TRINITY_DN1494_c0_g1_i17	GO:0048679	stress response	P
TRINITY_DN1494_c0_g1_i7	GO:0048679	stress response	P
TRINITY_DN29053_c0_g1_i1	GO:0048679	stress response	P
TRINITY_DN1618_c0_g1_i4	GO:0048679	stress response	P
TRINITY_DN19154_c0_g1_i1	GO:0048679	stress response	P
TRINITY_DN618_c0_g1_i1	GO:0048679	stress response	P
TRINITY_DN8781_c0_g1_i1	GO:0048680	stress response	P
TRINITY_DN10818_c0_g1_i1	GO:0048680	stress response	P
TRINITY_DN13163_c0_g2_i10	GO:0048680	stress response	P
TRINITY_DN13163_c0_g2_i3	GO:0048680	stress response	P
TRINITY_DN13163_c0_g2_i5	GO:0048680	stress response	P
TRINITY_DN13163_c0_g2_i8	GO:0048680	stress response	P
TRINITY_DN28066_c26_g1_i1	GO:0048680	stress response	P
TRINITY_DN9046_c0_g1_i6	GO:0048680	stress response	P
TRINITY_DN9046_c10_g1_i1	GO:0048680	stress response	P
TRINITY_DN2244_c0_g1_i1	GO:0048680	stress response	P
TRINITY_DN2244_c0_g1_i3	GO:0048680	stress response	P
TRINITY_DN2244_c0_g1_i4	GO:0048680	stress response	P
TRINITY_DN2244_c0_g1_i7	GO:0048680	stress response	P
TRINITY_DN10667_c0_g1_i1	GO:0048680	stress response	P
TRINITY_DN21351_c0_g1_i1	GO:0048681	stress response	P
TRINITY_DN16458_c0_g1_i1	GO:0048681	stress response	P
TRINITY_DN25393_c0_g1_i1	GO:0048681	stress response	P
TRINITY_DN24290_c0_g1_i1	GO:0048681	stress response	P
TRINITY_DN26448_c0_g1_i1	GO:0048682	stress response	P
TRINITY_DN8170_c0_g1_i1	GO:0048682	stress response	P
TRINITY_DN8170_c0_g1_i2	GO:0048682	stress response	P
TRINITY_DN1222_c0_g1_i1	GO:0050687	stress response	P
TRINITY_DN1222_c0_g1_i2	GO:0050687	stress response	P
TRINITY_DN11026_c0_g1_i1	GO:0050687	stress response	P
TRINITY_DN8108_c0_g2_i1	GO:0050687	stress response	P
TRINITY_DN22164_c0_g1_i1	GO:0050688	stress response	P
TRINITY_DN10283_c0_g1_i4	GO:0050688	stress response	P
TRINITY_DN12616_c0_g1_i1	GO:0050688	stress response	P
TRINITY_DN22628_c0_g1_i1	GO:0050688	stress response	P
TRINITY_DN23716_c0_g1_i1	GO:0050688	stress response	P
TRINITY_DN284_c0_g1_i4	GO:0050689	stress response	P
TRINITY_DN2857_c0_g1_i1	GO:0050690	stress response	P
TRINITY_DN2857_c0_g1_i2	GO:0050690	stress response	P
TRINITY_DN2857_c0_g1_i3	GO:0050690	stress response	P
TRINITY_DN2857_c0_g1_i4	GO:0050690	stress response	P
TRINITY_DN11964_c0_g1_i5	GO:0050690	stress response	P
TRINITY_DN11964_c0_g1_i8	GO:0050690	stress response	P
TRINITY_DN7384_c0_g1_i1	GO:0050690	stress response	P
TRINITY_DN7384_c0_g1_i2	GO:0050690	stress response	P
TRINITY_DN11342_c0_g1_i1	GO:0050690	stress response	P
TRINITY_DN974_c0_g1_i3	GO:0050690	stress response	P
TRINITY_DN974_c0_g1_i4	GO:0050690	stress response	P
TRINITY_DN1759_c0_g1_i1	GO:0050690	stress response	P
TRINITY_DN11306_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN4178_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN4178_c0_g1_i2	GO:0050727	stress response	P
TRINITY_DN3688_c0_g1_i2	GO:0050727	stress response	P
TRINITY_DN2397_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN28949_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN137_c0_g1_i3	GO:0050727	stress response	P
TRINITY_DN12106_c0_g1_i2	GO:0050727	stress response	P
TRINITY_DN7183_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN7183_c0_g1_i2	GO:0050727	stress response	P
TRINITY_DN137_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN137_c0_g1_i2	GO:0050727	stress response	P
TRINITY_DN12275_c1_g2_i1	GO:0050727	stress response	P
TRINITY_DN12275_c1_g2_i2	GO:0050727	stress response	P
TRINITY_DN138_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN1225_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN1225_c0_g1_i2	GO:0050727	stress response	P
TRINITY_DN1225_c0_g1_i4	GO:0050727	stress response	P
TRINITY_DN14173_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN23914_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN2974_c2_g1_i1	GO:0050727	stress response	P
TRINITY_DN7228_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN4319_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN3688_c0_g1_i3	GO:0050727	stress response	P
TRINITY_DN3688_c0_g1_i4	GO:0050727	stress response	P
TRINITY_DN3688_c0_g1_i5	GO:0050727	stress response	P
TRINITY_DN2149_c0_g1_i1	GO:0050727	stress response	P
TRINITY_DN2149_c0_g1_i2	GO:0050727	stress response	P
TRINITY_DN3574_c3_g1_i1	GO:0050727	stress response	P
