"","qseqid","sseqid","evalue","bitscore","staxids","sscinames","scomnames","sskingdoms"
"169966","TRINITY_DN29945_c0_g1_i1","gi|817250524|emb|LN846835.1|",0,807,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"169988","TRINITY_DN725_c0_g1_i3","gi|744827314|gb|KM658167.1|",0,697,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"169989","TRINITY_DN725_c0_g1_i2","gi|744827314|gb|KM658167.1|",3.65e-180,645,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170005","TRINITY_DN771_c0_g1_i10","gi|1394615037|gb|MG807609.1|",5.46e-103,387,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170023","TRINITY_DN709_c0_g1_i1","gi|295293388|gb|GU002546.1|",0,1613,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170024","TRINITY_DN709_c0_g1_i2","gi|295293388|gb|GU002546.1|",0,1644,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170026","TRINITY_DN709_c1_g4_i1","gi|1208038703|gb|KY303919.1|",1.33e-25,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170027","TRINITY_DN709_c1_g4_i1","gi|1208038703|gb|KY303919.1|",1.33e-25,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170028","TRINITY_DN709_c1_g4_i1","gi|1208038703|gb|KY303919.1|",1.62e-24,127,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170035","TRINITY_DN752_c0_g1_i2","gi|1236765732|gb|MF686677.1|",8.82e-33,154,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170036","TRINITY_DN752_c0_g1_i1","gi|1236765732|gb|MF686677.1|",5.39e-33,154,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170047","TRINITY_DN741_c0_g1_i17","gi|41394398|gb|AY522936.1|",0,1492,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170048","TRINITY_DN741_c0_g1_i11","gi|41394398|gb|AY522936.1|",0,1492,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170049","TRINITY_DN741_c0_g1_i3","gi|41394398|gb|AY522936.1|",0,1492,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170050","TRINITY_DN741_c0_g1_i20","gi|41394398|gb|AY522936.1|",0,1492,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170051","TRINITY_DN741_c0_g1_i5","gi|41394398|gb|AY522936.1|",0,1492,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170052","TRINITY_DN741_c0_g1_i9","gi|41394398|gb|AY522936.1|",0,1492,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170053","TRINITY_DN741_c0_g1_i21","gi|41394398|gb|AY522936.1|",0,1492,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170070","TRINITY_DN793_c0_g1_i1","gi|1350353425|gb|MF374339.1|",0,3095,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170071","TRINITY_DN793_c0_g1_i3","gi|1350353427|gb|MF374340.1|",0,3030,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170072","TRINITY_DN793_c0_g1_i4","gi|1350353427|gb|MF374340.1|",0,2066,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170073","TRINITY_DN793_c0_g1_i6","gi|1350353427|gb|MF374340.1|",0,3030,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170074","TRINITY_DN793_c0_g1_i2","gi|1350353427|gb|MF374340.1|",0,3030,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170092","TRINITY_DN742_c0_g1_i3","gi|347439535|gb|JN415099.1|",1.74e-25,131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170093","TRINITY_DN742_c0_g1_i13","gi|347439535|gb|JN415099.1|",1.28e-25,131,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170094","TRINITY_DN742_c0_g1_i14","gi|347439535|gb|JN415099.1|",4.56e-44,188,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170123","TRINITY_DN762_c3_g1_i3","gi|262400968|gb|FJ774664.1|",1.48e-99,376,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170124","TRINITY_DN762_c3_g1_i4","gi|262400968|gb|FJ774664.1|",1.49e-99,376,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170125","TRINITY_DN762_c3_g1_i1","gi|262400968|gb|FJ774664.1|",1.35e-99,376,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170126","TRINITY_DN762_c0_g1_i4","gi|1269858716|gb|KY356885.1|",0,1842,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170127","TRINITY_DN762_c0_g1_i4","gi|1269858716|gb|KY356885.1|",6.42e-22,118,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170128","TRINITY_DN762_c0_g1_i1","gi|68137999|gb|DQ084066.1|",0,1846,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170129","TRINITY_DN762_c0_g1_i2","gi|68137999|gb|DQ084066.1|",0,1945,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170130","TRINITY_DN762_c0_g1_i3","gi|1269858716|gb|KY356885.1|",0,1842,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170132","TRINITY_DN762_c0_g1_i7","gi|68137999|gb|DQ084066.1|",0,1820,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170133","TRINITY_DN762_c0_g1_i7","gi|68137999|gb|DQ084066.1|",7.18e-21,114,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170134","TRINITY_DN762_c0_g1_i5","gi|68137999|gb|DQ084066.1|",0,1831,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170135","TRINITY_DN762_c0_g1_i5","gi|68137999|gb|DQ084066.1|",8.31e-21,114,"6763","Callinectes sapidus","blue crab","Eukaryota"
"170198","TRINITY_DN728_c0_g2_i2","gi|1190102544|gb|KY406171.1|",2.89e-37,167,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"170199","TRINITY_DN728_c0_g1_i2","gi|1190102544|gb|KY406171.1|",0,987,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"170200","TRINITY_DN728_c0_g1_i3","gi|1190102544|gb|KY406171.1|",0,987,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"170201","TRINITY_DN728_c0_g1_i1","gi|1190102544|gb|KY406171.1|",0,987,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"170252","TRINITY_DN13685_c1_g3_i1","gi|262401196|gb|FJ774780.1|",1.25e-74,291,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170258","TRINITY_DN13661_c1_g1_i3","gi|1122815932|gb|KX785223.1|",3.12e-30,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170259","TRINITY_DN13661_c1_g1_i2","gi|1122815932|gb|KX785223.1|",6.95e-31,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170260","TRINITY_DN13661_c1_g1_i1","gi|1122815932|gb|KX785223.1|",3.03e-30,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170261","TRINITY_DN13661_c1_g1_i4","gi|1122815932|gb|KX785223.1|",6.32e-31,145,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170281","TRINITY_DN30909_c0_g1_i1","gi|1411041933|dbj|AB289546.1|",2.4e-105,392,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"170284","TRINITY_DN30961_c0_g1_i1","gi|37778409|gb|AY186706.1|",2.51e-47,199,"29965","Metacarcinus magister","Dungeness crab","Eukaryota"
"170293","TRINITY_DN46119_c0_g1_i1","gi|1115572933|gb|KX092452.1|",7.22e-44,188,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170301","TRINITY_DN21802_c0_g1_i1","gi|1469914463|gb|MF537045.1|",0,2358,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170302","TRINITY_DN21802_c0_g1_i2","gi|1469914463|gb|MF537045.1|",0,2388,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170303","TRINITY_DN21857_c1_g1_i5","gi|1004926689|gb|KU866457.1|",0,1553,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"170331","TRINITY_DN9846_c0_g3_i2","gi|1338008442|gb|KY625632.1|",0,1914,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"170332","TRINITY_DN9846_c0_g3_i3","gi|1338008442|gb|KY625632.1|",0,1914,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"170382","TRINITY_DN9840_c0_g1_i7","gi|961349197|emb|LN994607.1|",0,722,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170383","TRINITY_DN9840_c0_g1_i1","gi|961349197|emb|LN994607.1|",3.69e-156,563,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170384","TRINITY_DN9840_c0_g1_i2","gi|961349197|emb|LN994607.1|",0,699,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170385","TRINITY_DN9840_c0_g1_i5","gi|961349197|emb|LN994607.1|",8.02e-25,125,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170386","TRINITY_DN9840_c0_g1_i4","gi|961349197|emb|LN994607.1|",0,722,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"170392","TRINITY_DN9839_c0_g1_i10","gi|1113018853|gb|KU291992.1|",4.18e-37,168,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170393","TRINITY_DN9839_c0_g1_i9","gi|1113018853|gb|KU291992.1|",4.75e-37,168,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170394","TRINITY_DN9839_c0_g1_i11","gi|1113018853|gb|KU291992.1|",4.85e-37,168,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170395","TRINITY_DN9839_c0_g1_i4","gi|1113018853|gb|KU291992.1|",4.76e-37,168,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170470","TRINITY_DN12862_c0_g1_i3","gi|1122815932|gb|KX785223.1|",3.14e-25,127,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170471","TRINITY_DN12862_c0_g1_i1","gi|1122815932|gb|KX785223.1|",1.47e-22,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170549","TRINITY_DN12839_c1_g1_i1","gi|695131934|gb|KF806734.1|",0,939,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170550","TRINITY_DN12839_c1_g1_i2","gi|695131934|gb|KF806734.1|",0,1135,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170551","TRINITY_DN12839_c1_g1_i6","gi|695131934|gb|KF806734.1|",0,939,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170552","TRINITY_DN12839_c1_g1_i6","gi|695131934|gb|KF806734.1|",1.36e-49,210,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"170553","TRINITY_DN12839_c1_g1_i7","gi|695131934|gb|KF806734.1|",0,1135,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"262145","TRINITY_DN28053_c0_g1_i1","gi|906358700|gb|KT161948.1|",1.65e-57,235,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"262146","TRINITY_DN28053_c0_g3_i1","gi|906358700|gb|KT161948.1|",0,690,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"262147","TRINITY_DN28053_c0_g4_i1","gi|299480854|gb|GU990077.1|",8.8e-66,260,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"262148","TRINITY_DN28052_c0_g2_i1","gi|1110866976|gb|KX884404.1|",1.95e-33,154,"1922390","Beihai hermit crab virus 3","Beihai hermit crab virus 3","Viruses"
"262149","TRINITY_DN28052_c0_g1_i1","gi|1110866976|gb|KX884404.1|",1.44e-62,253,"1922390","Beihai hermit crab virus 3","Beihai hermit crab virus 3","Viruses"
"262151","TRINITY_DN54487_c0_g1_i1","gi|380743550|gb|JQ434471.1|",8.69e-29,138,"6763","Callinectes sapidus","blue crab","Eukaryota"
"262163","TRINITY_DN8932_c0_g2_i3","gi|375173417|gb|JF756050.1|",1.34e-24,125,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"262190","TRINITY_DN8922_c0_g1_i1","gi|594709566|gb|KC902761.1|",0,957,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"262198","TRINITY_DN8953_c0_g1_i8","gi|389504781|gb|JN803927.1|",1.03e-21,114,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"262199","TRINITY_DN8953_c0_g1_i7","gi|193075706|gb|EU794041.1|",5.33e-25,125,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"262209","TRINITY_DN2223_c1_g1_i1","gi|1066132|gb|L49024.1|HINMSATB",3.1e-47,199,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"279727","TRINITY_DN2274_c0_g3_i1","gi|902942567|gb|KR108012.1|",9.44e-61,246,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279736","TRINITY_DN2280_c0_g2_i2","gi|744827316|gb|KP126618.1|",0,2325,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279737","TRINITY_DN2280_c0_g2_i1","gi|744827316|gb|KP126618.1|",0,2298,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279738","TRINITY_DN2280_c0_g2_i3","gi|744827316|gb|KP126618.1|",0,2374,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279739","TRINITY_DN2280_c0_g2_i4","gi|744827316|gb|KP126618.1|",0,2212,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279766","TRINITY_DN2231_c0_g1_i1","gi|1228417847|gb|MF319751.1|",0,663,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"279784","TRINITY_DN2259_c0_g1_i12","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279785","TRINITY_DN2259_c0_g1_i9","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279786","TRINITY_DN2259_c0_g1_i11","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279787","TRINITY_DN2259_c0_g1_i3","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279788","TRINITY_DN2259_c0_g1_i10","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279789","TRINITY_DN2259_c0_g1_i5","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279790","TRINITY_DN2259_c0_g1_i2","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279791","TRINITY_DN2259_c0_g1_i8","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279792","TRINITY_DN2259_c0_g1_i16","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279793","TRINITY_DN2259_c0_g1_i6","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279794","TRINITY_DN2259_c0_g1_i13","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279795","TRINITY_DN2259_c0_g1_i1","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279796","TRINITY_DN2259_c0_g1_i15","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279797","TRINITY_DN2259_c0_g1_i17","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279798","TRINITY_DN2259_c0_g1_i7","gi|971533769|gb|KU214501.1|",0,717,"6769","Gecarcinus lateralis","blackback land crab","Eukaryota"
"279824","TRINITY_DN2218_c0_g1_i1","gi|294860889|gb|GQ403701.1|",1.03e-174,625,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279827","TRINITY_DN2203_c0_g1_i1","gi|262304254|gb|GQ887147.1|",0,985,"6807","Libinia emarginata","portly spider crab","Eukaryota"
"279833","TRINITY_DN2277_c1_g4_i1","gi|89078342|gb|DQ388800.1|",3.24e-23,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279834","TRINITY_DN2277_c2_g1_i4","gi|1208038703|gb|KY303919.1|",6.42e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279835","TRINITY_DN2277_c2_g1_i4","gi|1208038703|gb|KY303919.1|",6.42e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279836","TRINITY_DN2277_c2_g1_i4","gi|1208038703|gb|KY303919.1|",4.93e-21,113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279837","TRINITY_DN2277_c2_g1_i1","gi|1208038703|gb|KY303919.1|",6.31e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279838","TRINITY_DN2277_c2_g1_i1","gi|1208038703|gb|KY303919.1|",6.31e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279839","TRINITY_DN2277_c2_g1_i1","gi|1208038703|gb|KY303919.1|",4.85e-21,113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279840","TRINITY_DN2277_c2_g1_i3","gi|1208038703|gb|KY303919.1|",6.59e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279841","TRINITY_DN2277_c2_g1_i3","gi|1208038703|gb|KY303919.1|",6.59e-26,129,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279842","TRINITY_DN2277_c2_g1_i3","gi|1208038703|gb|KY303919.1|",5.06e-21,113,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279843","TRINITY_DN2277_c1_g3_i1","gi|89078342|gb|DQ388800.1|",1.55e-43,188,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279864","TRINITY_DN28153_c0_g1_i1","gi|219937541|emb|AM231066.1|",9.58e-54,221,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"279865","TRINITY_DN28184_c0_g1_i1","gi|262401246|gb|FJ774805.1|",2.76e-35,163,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"279909","TRINITY_DN19064_c0_g1_i1","gi|440548635|gb|JX177505.1|",0,733,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279916","TRINITY_DN45406_c0_g1_i1","gi|222093469|gb|FJ595021.1|",0,1251,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"279917","TRINITY_DN45494_c0_g1_i1","gi|946579382|gb|KP644786.1|",0,987,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"279918","TRINITY_DN1393_c0_g1_i1","gi|262401092|gb|FJ774727.1|",1.03e-119,443,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"279944","TRINITY_DN1355_c0_g2_i2","gi|9931079|emb|AJ276105.1|",4.08e-26,131,"6755","Cancer pagurus","edible crab","Eukaryota"
"279945","TRINITY_DN1320_c1_g1_i2","gi|193075705|gb|EU794040.1|",2.68e-28,136,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"279946","TRINITY_DN1320_c1_g1_i1","gi|1236765647|gb|MF686592.1|",3.74e-37,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279973","TRINITY_DN1356_c0_g1_i3","gi|89078342|gb|DQ388800.1|",3.22e-35,161,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279974","TRINITY_DN1356_c0_g1_i2","gi|89078342|gb|DQ388800.1|",3e-36,163,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279975","TRINITY_DN1356_c0_g1_i1","gi|89078342|gb|DQ388800.1|",3.77e-39,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"279992","TRINITY_DN1317_c0_g1_i1","gi|338224311|gb|HM217793.1|",1.43e-23,123,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"279993","TRINITY_DN1317_c0_g1_i2","gi|338224311|gb|HM217793.1|",1.43e-23,123,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"279994","TRINITY_DN1390_c0_g1_i1","gi|572982622|gb|KF697703.1|",3.51e-136,499,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280030","TRINITY_DN1326_c0_g1_i9","gi|1122815932|gb|KX785223.1|",3.24e-22,116,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280031","TRINITY_DN1326_c0_g1_i5","gi|1122815932|gb|KX785223.1|",4.35e-29,141,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280032","TRINITY_DN1326_c0_g1_i2","gi|1122815932|gb|KX785223.1|",2.07e-24,123,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280033","TRINITY_DN1326_c0_g1_i4","gi|1122815932|gb|KX785223.1|",1.23e-26,131,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280064","TRINITY_DN1305_c0_g1_i1","gi|285818381|gb|GU362670.1|",0,3247,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280080","TRINITY_DN1345_c0_g2_i2","gi|262401188|gb|FJ774776.1|",6.36e-131,480,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280081","TRINITY_DN1345_c0_g2_i1","gi|262401188|gb|FJ774776.1|",7.24e-131,480,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280119","TRINITY_DN20000_c0_g1_i1","gi|751813225|gb|KM244727.1|",2.52e-115,426,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280120","TRINITY_DN20000_c0_g1_i2","gi|751813225|gb|KM244727.1|",1.75e-122,450,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280122","TRINITY_DN20021_c0_g1_i1","gi|906542626|gb|KJ728650.1|",1.48e-27,134,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280123","TRINITY_DN20040_c1_g1_i1","gi|347439535|gb|JN415099.1|",1e-33,154,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280145","TRINITY_DN27244_c0_g1_i2","gi|338224515|gb|HM217910.1|",2.19e-29,141,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280146","TRINITY_DN27244_c0_g1_i1","gi|338224515|gb|HM217910.1|",2.49e-29,141,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280161","TRINITY_DN53608_c0_g1_i1","gi|1021142757|gb|KU975033.1|",1.02e-113,421,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280231","TRINITY_DN18216_c0_g2_i11","gi|125995166|dbj|AB270634.1|",1.16e-22,120,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"280232","TRINITY_DN18216_c0_g2_i4","gi|125995166|dbj|AB270634.1|",1.24e-22,120,"41210","Chionoecetes opilio","snow crab","Eukaryota"
"280237","TRINITY_DN18207_c0_g2_i1","gi|1236765732|gb|MF686677.1|",1.65e-27,134,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280256","TRINITY_DN18224_c0_g1_i1","gi|677283343|gb|KM433866.1|",0,1620,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280266","TRINITY_DN18385_c0_g1_i1","gi|295919776|gb|HM036654.1|",0,1934,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280296","TRINITY_DN18320_c0_g2_i1","gi|1208038703|gb|KY303919.1|",0,688,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280297","TRINITY_DN18320_c0_g3_i1","gi|1208038703|gb|KY303919.1|",8.2e-116,428,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280298","TRINITY_DN18320_c0_g1_i1","gi|1208038703|gb|KY303919.1|",1.07e-92,351,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280330","TRINITY_DN35523_c0_g1_i1","gi|262401364|gb|FJ774864.1|",4.71e-83,322,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280353","TRINITY_DN7169_c1_g1_i1","gi|1122815932|gb|KX785223.1|",1.4e-33,156,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280390","TRINITY_DN7173_c0_g1_i1","gi|295291553|gb|GU002544.1|",2.68e-83,322,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280391","TRINITY_DN7173_c0_g1_i2","gi|295291553|gb|GU002544.1|",4.82e-72,284,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280393","TRINITY_DN7153_c0_g1_i1","gi|219937541|emb|AM231066.1|",1e-22,118,"135190","Pachygrapsus marmoratus","marbled crab","Eukaryota"
"280406","TRINITY_DN7122_c0_g1_i2","gi|89078342|gb|DQ388800.1|",1.74e-36,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280409","TRINITY_DN7122_c0_g1_i4","gi|89078342|gb|DQ388800.1|",1.15e-36,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280410","TRINITY_DN7122_c0_g1_i3","gi|89078342|gb|DQ388800.1|",2.94e-36,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280411","TRINITY_DN7122_c0_g1_i1","gi|89078342|gb|DQ388800.1|",2.94e-36,167,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280412","TRINITY_DN7122_c1_g1_i4","gi|37778409|gb|AY186706.1|",1.22e-24,127,"29965","Metacarcinus magister","Dungeness crab","Eukaryota"
"280413","TRINITY_DN7122_c1_g1_i2","gi|37778409|gb|AY186706.1|",1.22e-24,127,"29965","Metacarcinus magister","Dungeness crab","Eukaryota"
"280419","TRINITY_DN7108_c0_g1_i1","gi|410591540|gb|JQ327045.1|",2.05e-175,628,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"280424","TRINITY_DN52808_c0_g1_i1","gi|1187833870|gb|KU987447.1|",2e-100,376,"85552","Scylla paramamosain","green mud crab","Eukaryota"
"280467","TRINITY_DN10120_c0_g1_i1","gi|89078342|gb|DQ388800.1|",5.77e-39,174,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280468","TRINITY_DN10120_c0_g2_i1","gi|89078342|gb|DQ388800.1|",8.55e-46,197,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280469","TRINITY_DN10120_c0_g2_i2","gi|89078342|gb|DQ388800.1|",2.31e-45,194,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280470","TRINITY_DN10120_c0_g2_i3","gi|89078342|gb|DQ388800.1|",5.43e-47,199,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280471","TRINITY_DN10148_c1_g1_i3","gi|298379548|gb|GQ463643.1|",3.62e-32,150,"210409","Portunus trituberculatus","swimming crab","Eukaryota"
"280472","TRINITY_DN10114_c1_g3_i3","gi|953224061|gb|KP691642.1|",3.79e-47,201,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
"280473","TRINITY_DN10114_c1_g3_i3","gi|953224061|gb|KP691642.1|",1.02e-22,120,"95602","Eriocheir sinensis","Chinese mitten crab","Eukaryota"
