Trinity_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_acc_ID	V4	V5	V6	V7	V8.x	V9.x	V10.x	V11.x	V12	V13	V14	entry_name	review_status	protein_name	gene_name	organism	length	V8.y	V9.y	V10.y	V11.y	gene_ontology_IDs
TRINITY_DN5131_c0_g1_i1	72.03628782	5.244587283	1.20612611	4.34829098	1.37e-05	0.000532167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5163_c0_g1_i1	79.55581256	5.219889549	1.15994063	4.500135106	6.79e-06	0.000283536	sp	O17953	DLDH_CAEEL	63.6	44	16	0	144	13	19	62	5.5e-08	58.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5188_c0_g1_i1	34.53738241	-4.578520763	1.212887148	-3.774894283	0.000160076	0.005052786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5218_c0_g1_i1	39.73958773	4.788656299	1.391281131	3.441904151	0.000577635	0.016462594	sp	P30182	TOP2_ARATH	50	190	76	3	3	569	141	312	2.1e-44	180.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5245_c0_g1_i1	305.6297814	6.460881126	1.007324229	6.413904221	1.42e-10	2.61e-08	sp	P61758	PFD3_HUMAN	45	169	89	2	33	530	25	192	1.1e-31	138.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5249_c0_g1_i1	47.81708233	8.930628126	1.755317434	5.087756751	3.62e-07	2.02e-05	sp	Q5XH91	DDX1_XENTR	40.2	87	50	1	2	256	340	426	4.1e-08	58.5	DDX1_XENTR	reviewed	ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1)	ddx1 TEgg029l11.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	740	DNA duplex unwinding [GO:0032508]; double-strand break repair [GO:0006302]; mRNA processing [GO:0006397]; regulation of transcription, DNA-templated [GO:0006355]; RNA secondary structure unwinding [GO:0010501]; transcription, DNA-templated [GO:0006351]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; tRNA-splicing ligase complex [GO:0072669]	ATP binding [GO:0005524]; ATP-dependent helicase activity [GO:0008026]; ATP-dependent RNA helicase activity [GO:0004004]; chromatin binding [GO:0003682]; DNA/RNA helicase activity [GO:0033677]; DNA binding [GO:0003677]; exonuclease activity [GO:0004527]; nuclease activity [GO:0004518]; poly(A) binding [GO:0008143]; transcription cofactor activity [GO:0003712]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; tRNA-splicing ligase complex [GO:0072669]; ATP binding [GO:0005524]; ATP-dependent helicase activity [GO:0008026]; ATP-dependent RNA helicase activity [GO:0004004]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA/RNA helicase activity [GO:0033677]; exonuclease activity [GO:0004527]; nuclease activity [GO:0004518]; poly(A) binding [GO:0008143]; transcription cofactor activity [GO:0003712]; DNA duplex unwinding [GO:0032508]; double-strand break repair [GO:0006302]; mRNA processing [GO:0006397]; regulation of transcription, DNA-templated [GO:0006355]; RNA secondary structure unwinding [GO:0010501]; transcription, DNA-templated [GO:0006351]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	GO:0003677; GO:0003682; GO:0003712; GO:0004004; GO:0004518; GO:0004527; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0006302; GO:0006351; GO:0006355; GO:0006388; GO:0006397; GO:0008026; GO:0008143; GO:0010501; GO:0032508; GO:0033677; GO:0072669
TRINITY_DN5280_c0_g1_i1	77.98778258	9.636689207	1.763148283	5.465614719	4.61e-08	3.41e-06	sp	O14908	GIPC1_HUMAN	60.1	283	104	4	94	930	55	332	2.5e-89	330.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5315_c0_g1_i1	42.4094934	6.403839621	1.433839588	4.466217613	7.96e-06	0.000326171	sp	P91660	L259_DROME	54.5	99	41	1	13	297	1192	1290	1.7e-21	103.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN532_c0_g1_i2	211.0526317	-2.741236502	0.838099788	-3.270775796	0.001072529	0.0291719	sp	Q2KI08	TOM7_BOVIN	54.7	53	24	0	438	280	2	54	2.3e-11	70.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5327_c0_g1_i1	43.88468539	8.805667245	1.798434444	4.896295927	9.77e-07	5.03e-05	sp	Q8IZL9	CDK20_HUMAN	51.5	136	65	1	409	2	105	239	3.6e-33	142.5	CDK20_HUMAN	reviewed	Cyclin-dependent kinase 20 (EC 2.7.11.22) (CDK-activating kinase p42) (CAK-kinase p42) (Cell cycle-related kinase) (Cell division protein kinase 20) (Cyclin-dependent protein kinase H) (Cyclin-kinase-activating kinase p42)	CDK20 CCRK CDCH	Homo sapiens (Human)	346	cell cycle [GO:0007049]; cell division [GO:0051301]; multicellular organism development [GO:0007275]; positive regulation of cyclin-dependent protein kinase activity [GO:1904031]	cilium [GO:0005929]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; cyclin-dependent protein kinase activating kinase activity [GO:0019912]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]	cilium [GO:0005929]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ATP binding [GO:0005524]; cyclin-dependent protein kinase activating kinase activity [GO:0019912]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; cell cycle [GO:0007049]; cell division [GO:0051301]; multicellular organism development [GO:0007275]; positive regulation of cyclin-dependent protein kinase activity [GO:1904031]	GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005929; GO:0007049; GO:0007275; GO:0019912; GO:0051301; GO:1904031
TRINITY_DN5352_c0_g1_i1	70.62536151	5.86863076	1.211383297	4.844569656	1.27e-06	6.27e-05	sp	Q9NNW7	TRXR2_HUMAN	58.6	70	21	1	3	212	354	415	1.5e-14	79.7	TRXR2_HUMAN	reviewed	Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)	TXNRD2 KIAA1652 TRXR2	Homo sapiens (Human)	524	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; response to oxygen radical [GO:0000305]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	flavin adenine dinucleotide binding [GO:0050660]; thioredoxin-disulfide reductase activity [GO:0004791]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; flavin adenine dinucleotide binding [GO:0050660]; thioredoxin-disulfide reductase activity [GO:0004791]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; response to oxygen radical [GO:0000305]	GO:0000305; GO:0004791; GO:0005739; GO:0005759; GO:0005829; GO:0034599; GO:0045454; GO:0050660
TRINITY_DN5367_c0_g1_i2	38.93862834	8.634970824	1.960357558	4.404793803	1.06e-05	0.00042065	sp	Q6P6Z8	ODO1_XENLA	65.1	979	322	7	3252	343	44	1011	0	1324.7	ODO1_XENLA	reviewed	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)	ogdh	Xenopus laevis (African clawed frog)	1021	glycolytic process [GO:0006096]; tricarboxylic acid cycle [GO:0006099]	mitochondrial matrix [GO:0005759]	metal ion binding [GO:0046872]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]	mitochondrial matrix [GO:0005759]; metal ion binding [GO:0046872]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]; glycolytic process [GO:0006096]; tricarboxylic acid cycle [GO:0006099]	GO:0004591; GO:0005759; GO:0006096; GO:0006099; GO:0030976; GO:0046872
TRINITY_DN5372_c0_g1_i3	12.96188559	-7.282975194	2.318756151	-3.140897412	0.00168431	0.043581526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5414_c0_g2_i1	52.53175025	6.710725329	1.399551312	4.794911964	1.63e-06	7.73e-05	sp	P12785	FAS_RAT	40.3	1826	902	31	1	5016	706	2497	0	1166.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN543_c0_g1_i3	97.78740045	3.009138688	0.677152867	4.44381001	8.84e-06	0.000358348	sp	Q75V66	ANO5_HUMAN	40.1	833	438	18	137	2584	101	889	1.1e-162	575.5	ANO5_HUMAN	reviewed	Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E)	ANO5 GDD1 TMEM16E	Homo sapiens (Human)	913	chloride transport [GO:0006821]; ion transmembrane transport [GO:0034220]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; vesicle [GO:0031982]	intracellular calcium activated chloride channel activity [GO:0005229]; protein dimerization activity [GO:0046983]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; intracellular calcium activated chloride channel activity [GO:0005229]; protein dimerization activity [GO:0046983]; chloride transport [GO:0006821]; ion transmembrane transport [GO:0034220]	GO:0005229; GO:0005622; GO:0005789; GO:0005886; GO:0006821; GO:0016021; GO:0031982; GO:0034220; GO:0046983
TRINITY_DN543_c0_g1_i6	24.74851754	-8.220858797	2.025420966	-4.058839587	4.93e-05	0.001698463	sp	Q75V66	ANO5_HUMAN	40.1	832	438	18	137	2581	101	889	3.7e-163	577	ANO5_HUMAN	reviewed	Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E)	ANO5 GDD1 TMEM16E	Homo sapiens (Human)	913	chloride transport [GO:0006821]; ion transmembrane transport [GO:0034220]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; vesicle [GO:0031982]	intracellular calcium activated chloride channel activity [GO:0005229]; protein dimerization activity [GO:0046983]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; plasma membrane [GO:0005886]; vesicle [GO:0031982]; intracellular calcium activated chloride channel activity [GO:0005229]; protein dimerization activity [GO:0046983]; chloride transport [GO:0006821]; ion transmembrane transport [GO:0034220]	GO:0005229; GO:0005622; GO:0005789; GO:0005886; GO:0006821; GO:0016021; GO:0031982; GO:0034220; GO:0046983
TRINITY_DN5430_c0_g1_i2	23.00086146	7.874858903	1.993630176	3.950009885	7.81e-05	0.002587171	sp	E3P6P1	CYT_CRYNI	33.3	123	77	3	2027	1671	19	140	9.3e-11	70.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN544_c0_g2_i1	1473.174464	1.893168288	0.426952264	4.434145099	9.24e-06	0.00037098	sp	Q15723	ELF2_HUMAN	39.4	104	61	1	428	123	184	287	7.6e-15	81.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5469_c0_g1_i6	13.2813451	7.082012411	2.275345205	3.112500202	0.001855099	0.047377298	sp	P32198	CPT1A_RAT	43	744	395	9	133	2334	41	765	2.4e-164	580.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5472_c0_g1_i9	13.56409616	7.112804889	2.267238659	3.137210483	0.001705636	0.044017504	sp	Q9VS29	DSCL_DROME	37.8	476	285	6	2892	1489	1130	1602	1e-94	349.7	DSCL_DROME	reviewed	Down syndrome cell adhesion molecule-like protein Dscam2	Dscam2 CG42256	Drosophila melanogaster (Fruit fly)	2074	homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neuron projection morphogenesis [GO:0048812]	integral component of plasma membrane [GO:0005887]	identical protein binding [GO:0042802]	integral component of plasma membrane [GO:0005887]; identical protein binding [GO:0042802]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neuron projection morphogenesis [GO:0048812]	GO:0005887; GO:0007156; GO:0042802; GO:0048812
TRINITY_DN5486_c0_g1_i1	84.82731396	6.422332205	1.106752358	5.802862904	6.52e-09	6.47e-07	sp	Q550P4	TAM41_DICDI	41.1	163	78	4	77	514	72	233	4e-26	119.4	TAM41_DICDI	reviewed	Phosphatidate cytidylyltransferase, mitochondrial (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (Mitochondrial translocator assembly and maintenance protein 41 homolog) (TAM41)	DDB_G0277049	Dictyostelium discoideum (Slime mold)	427	cardiolipin biosynthetic process [GO:0032049]; CDP-diacylglycerol biosynthetic process [GO:0016024]	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]	phosphatidate cytidylyltransferase activity [GO:0004605]	mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; phosphatidate cytidylyltransferase activity [GO:0004605]; cardiolipin biosynthetic process [GO:0032049]; CDP-diacylglycerol biosynthetic process [GO:0016024]	GO:0004605; GO:0005743; GO:0005759; GO:0016024; GO:0032049
TRINITY_DN5552_c0_g1_i1	101.061101	5.421204397	1.126966147	4.810441212	1.51e-06	7.26e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5579_c0_g1_i1	167.5358189	6.834688813	0.956833627	7.1430274	9.13e-13	4.49e-10	sp	Q803X4	DCA13_DANRE	60.4	197	78	0	592	2	177	373	9.7e-69	261.2	DCA13_DANRE	reviewed	DDB1- and CUL4-associated factor 13 (WD repeat and SOF domain-containing protein 1)	dcaf13 wdsof1 zgc:55391	Danio rerio (Zebrafish) (Brachydanio rerio)	445	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; protein ubiquitination [GO:0016567]	Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; protein ubiquitination [GO:0016567]	GO:0000462; GO:0005730; GO:0016567; GO:0032040; GO:0080008
TRINITY_DN5589_c0_g1_i1	51.78997872	9.045542361	1.726973404	5.237800618	1.63e-07	9.92e-06	sp	Q9VPQ2	DJSHV_DROME	50.8	65	32	0	196	2	23	87	1.1e-13	77	DJSHV_DROME	reviewed	DnaJ homolog shv (Protein shriveled)	shv CG4164	Drosophila melanogaster (Fruit fly)	354	cell adhesion [GO:0007155]; germ-line stem-cell niche homeostasis [GO:0060250]; male germ-line stem cell population maintenance [GO:0036098]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; protein folding [GO:0006457]	extracellular space [GO:0005615]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	unfolded protein binding [GO:0051082]	extracellular space [GO:0005615]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; unfolded protein binding [GO:0051082]; cell adhesion [GO:0007155]; germ-line stem-cell niche homeostasis [GO:0060250]; male germ-line stem cell population maintenance [GO:0036098]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; protein folding [GO:0006457]	GO:0005615; GO:0005634; GO:0005886; GO:0006457; GO:0007155; GO:0036098; GO:0051082; GO:0060250; GO:2001046
TRINITY_DN5609_c0_g1_i1	90.09260117	5.56305237	1.125706135	4.94183357	7.74e-07	4.07e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5652_c0_g1_i1	156.4982381	5.08909835	1.208537933	4.210954584	2.54e-05	0.000926054	sp	Q02765	CATS_RAT	47.2	89	42	2	271	5	89	172	2.2e-15	82.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5691_c0_g1_i1	54.32672864	7.696649853	1.626817044	4.731109675	2.23e-06	0.000102119	sp	Q12446	LAS17_YEAST	35.3	102	63	2	194	493	22	122	3.1e-07	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5711_c0_g1_i1	20.25688511	5.358094074	1.709961307	3.13345925	0.001727589	0.044467328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5711_c0_g2_i1	37.85758711	8.593355877	1.802845085	4.766552571	1.87e-06	8.67e-05	sp	Q38953	DEAH5_ARATH	75	72	18	0	2	217	552	623	1.9e-25	115.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5712_c0_g1_i1	119.4676255	5.101222438	1.196215035	4.264469421	2e-05	0.000746293	sp	P42521	RIR2_DICDI	72.4	105	28	1	1	315	108	211	2.1e-38	159.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN572_c0_g1_i1	36.61761757	-8.780885366	2.390390303	-3.673410721	0.000239334	0.007296914	sp	Q3SZ85	PTRD1_BOVIN	55.3	123	53	2	1472	1110	18	140	1.1e-29	132.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5727_c0_g1_i1	51.74720652	9.044373797	1.727865949	5.234418678	1.66e-07	1e-05	sp	F4IDQ6	NIH_ARATH	58.4	77	32	0	2	232	642	718	1.1e-20	100.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5761_c0_g1_i5	19.06127373	7.603006056	2.071519265	3.670256021	0.000242308	0.00737613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN58_c0_g1_i3	75.03375081	5.305226313	1.208883019	4.388535723	1.14e-05	0.000450622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN582_c0_g1_i1	18.94242067	7.595488077	2.164650674	3.508874743	0.000450007	0.013071467	sp	O01479	TMOD_CAEEL	35.8	371	219	4	1707	613	30	387	1.5e-56	222.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5825_c0_g1_i1	20.8599788	7.73380869	2.032678454	3.804737868	0.000141954	0.004524366	sp	Q54KM0	GEPH_DICDI	45.5	99	35	2	2	241	556	654	2.6e-12	72.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5849_c0_g1_i1	22.75255544	7.859235119	2.00035991	3.928910531	8.53e-05	0.002787451	sp	Q9VLS9	LACB2_DROME	52.5	59	28	0	4	180	165	223	1.1e-11	70.1	LACB2_DROME	reviewed	Beta-lactamase-like protein 2 homolog (EC 3.-.-.-)	CG12375	Drosophila melanogaster (Fruit fly)	292			hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0016787; GO:0046872
TRINITY_DN5883_c0_g1_i1	62.6549048	5.443106804	1.226786506	4.436881868	9.13e-06	0.000367797	sp	Q6GLM5	DESI1_XENLA	46.5	43	23	0	128	256	10	52	1.2e-05	50.4	DESI1_XENLA	reviewed	Desumoylating isopeptidase 1 (DeSI-1) (EC 3.4.-.-) (PPPDE peptidase domain-containing protein 2) (Protein FAM152B)	desi1 fam152b pppde2	Xenopus laevis (African clawed frog)	169		cytoplasm [GO:0005737]; nucleus [GO:0005634]	peptidase activity [GO:0008233]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; peptidase activity [GO:0008233]	GO:0005634; GO:0005737; GO:0008233
TRINITY_DN5902_c0_g1_i1	120.1070033	2.278531357	0.678297537	3.359191554	0.000781709	0.021804681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5910_c0_g1_i1	92.43740394	4.639116507	1.401743156	3.309533909	0.000934514	0.025559425	sp	Q9HCJ6	VAT1L_HUMAN	51.4	346	167	1	239	1276	40	384	2.8e-97	357.5	VAT1L_HUMAN	reviewed	Synaptic vesicle membrane protein VAT-1 homolog-like (EC 1.-.-.-)	VAT1L KIAA1576	Homo sapiens (Human)	419			oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	GO:0008270; GO:0016491
TRINITY_DN597_c0_g1_i14	206.3920925	-5.136617287	0.972924781	-5.279562598	1.29e-07	8.14e-06	sp	Q9VHY5	TAF7_DROME	57.5	181	69	3	140	679	52	225	5.5e-44	180.3	TAF7_DROME	reviewed	Transcription initiation factor TFIID subunit 7 (Transcription initiation factor TFIID 55 kDa subunit) (TAFII-55) (TAFII55)	Taf7 anon-84Ec TAF55 CG2670	Drosophila melanogaster (Fruit fly)	479	regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123]; transcription initiation from RNA polymerase II promoter [GO:0006367]	nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]	histone acetyltransferase binding [GO:0035035]; transcription coactivator activity [GO:0003713]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]	nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; histone acetyltransferase binding [GO:0035035]; transcription coactivator activity [GO:0003713]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]; RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123]; transcription initiation from RNA polymerase II promoter [GO:0006367]	GO:0003700; GO:0003713; GO:0005634; GO:0005669; GO:0006355; GO:0006357; GO:0006367; GO:0008134; GO:0035035; GO:0044212; GO:0051123
TRINITY_DN5970_c0_g1_i1	96.16588077	5.653554947	1.086611203	5.202923486	1.96e-07	1.17e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5970_c0_g2_i1	144.8218555	5.04666077	1.191357017	4.23606081	2.27e-05	0.000837697	sp	Q91WE6	CDKAL_MOUSE	58.2	165	69	0	496	2	222	386	1.3e-53	210.7	CDKAL_MOUSE	reviewed	Threonylcarbamoyladenosine tRNA methylthiotransferase (EC 2.8.4.5) (CDK5 regulatory subunit-associated protein 1-like 1) (tRNA-t(6)A37 methylthiotransferase)	Cdkal1	Mus musculus (Mouse)	578	maintenance of translational fidelity [GO:1990145]; tRNA methylthiolation [GO:0035600]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; rough endoplasmic reticulum [GO:0005791]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; N6-threonylcarbomyladenosine methylthiotransferase activity [GO:0035598]; tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase [GO:0061712]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; rough endoplasmic reticulum [GO:0005791]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; N6-threonylcarbomyladenosine methylthiotransferase activity [GO:0035598]; tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase [GO:0061712]; maintenance of translational fidelity [GO:1990145]; tRNA methylthiolation [GO:0035600]	GO:0005783; GO:0005789; GO:0005791; GO:0016020; GO:0016021; GO:0035598; GO:0035600; GO:0046872; GO:0051539; GO:0061712; GO:1990145
TRINITY_DN6051_c16_g1_i1	231.0607358	2.390453974	0.741347197	3.224472936	0.001262048	0.033674587	sp	Q9GRW0	PPAF2_HOLDI	42.7	372	168	11	1474	419	56	402	4.6e-76	287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6109_c0_g2_i1	140.4357785	5.897213949	1.070006833	5.511379711	3.56e-08	2.76e-06	sp	Q5E9R3	EHD1_BOVIN	68.1	185	59	0	3	557	74	258	3.9e-75	282.3	EHD1_BOVIN	reviewed	EH domain-containing protein 1	EHD1	Bos taurus (Bovine)	534	cellular response to nerve growth factor stimulus [GO:1990090]; cilium assembly [GO:0060271]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; neuron projection development [GO:0031175]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of myoblast fusion [GO:1901741]; protein localization to cilium [GO:0061512]	ciliary pocket membrane [GO:0020018]; early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]	ciliary pocket membrane [GO:0020018]; early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; cellular response to nerve growth factor stimulus [GO:1990090]; cilium assembly [GO:0060271]; endocytic recycling [GO:0032456]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; neuron projection development [GO:0031175]; positive regulation of endocytic recycling [GO:2001137]; positive regulation of myoblast fusion [GO:1901741]; protein localization to cilium [GO:0061512]	GO:0005509; GO:0005524; GO:0005525; GO:0005886; GO:0006886; GO:0006897; GO:0010008; GO:0020018; GO:0031175; GO:0031901; GO:0032456; GO:0055038; GO:0060271; GO:0061512; GO:1901741; GO:1990090; GO:2001137
TRINITY_DN6171_c0_g1_i1	159.7494025	5.830663036	1.061027468	5.495298862	3.9e-08	2.95e-06	sp	Q3T0F5	RAB7A_BOVIN	88.6	114	13	0	26	367	1	114	3.2e-54	212.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6188_c0_g1_i2	3347.674203	-1.15723668	0.3620721	-3.196149831	0.001392748	0.036911567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN619_c0_g1_i3	16.53544129	7.398415625	2.145294797	3.448670847	0.000563353	0.016149178	sp	Q08DJ8	HSF1_BOVIN	51.3	226	90	4	124	786	11	221	3.5e-52	207.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
